NS_MW,NS_EACN,NS_Vm,NS_density,NS_TAN,NS_SR
0.06609299183430999,0.15127000559748421,0.0687946875539706,-0.010220065231871054,-0.0642199920673467,0.06166825208970794
0.0817626689520651,0.07683322202831919,0.08347494626534585,0.002035750187250816,0.10137125025261104,0.06715054043442467
0.03870255385920148,0.015342276392585417,0.02800443895972412,0.08227418646169937,-0.004645715750262928,-0.016796923095273017
-0.20591645120918056,-0.20111556188299892,-0.20354325207970417,-0.027452537911771477,-0.014037004181114445,0.11671947246059412
-0.03395462669105679,-0.010496177014095736,-0.024937817337813816,-0.07134717107781452,0.00450777259117204,-0.06761783665859333
-0.03647747920632062,0.034707907880912485,-0.03647498361691444,0.016640869191742586,-0.0796060696260822,-0.0029162092402295866
0.11010393149510735,0.10556926907595034,0.10345443431287404,0.011019290148869895,0.036336140062996625,-0.021892502474603857
0.22593245155830255,0.2768265134123293,0.2485597449194061,-0.13023051310674716,-0.004491306169180311,-0.0423064875242088
0.0637665886247517,-0.05106879829332941,0.06490878863536158,0.01045713937162748,0.04208877979436549,0.07089133931117639
-0.001897121775364661,-0.029518678370643408,-0.025830484629395554,0.1564126980413841,0.035129800164532966,-0.04798293633632715
0.0013621795146496038,0.047833430375961966,0.03399699765346619,-0.1685488136750563,-0.03388714126142044,-0.058464157585368576
0.04297037707374498,0.10024050179661374,0.06147058257148627,-0.11051923837780503,-0.046448271068306894,0.2255227326386612
0.05306250417539807,0.03461292540224542,0.0648125582094256,-0.03205756253409347,0.031717138760639044,-0.10795254065178825
-0.013415232258308096,-0.07609539841935664,-0.01069295071666065,-0.014070342923248108,0.05233736980832094,-0.10339029175543332
0.09867498095566364,0.08411210588898377,0.10733772413328338,-0.06004856088798508,0.012230358246573541,0.13610433029724947
0.028388935536123386,0.03100401352550773,0.03118525103008902,-0.019451807787020423,0.05345331569573183,0.14051996007729073
-0.04166592491787103,0.029969818439637953,-0.0334891312348506,-0.06790742865792762,-0.07668163350437147,0.0949906766038299
0.018350753159793766,0.08677026297938474,0.033570691439370526,-0.0790958737817291,-0.1053429946744017,0.00893215094391968
0.01589321317156953,-0.06991034171711275,0.011447233575845091,0.02206075727500694,0.09553528636228227,-0.048497411058406964
-0.07286362773321918,-0.0724395266013527,-0.07828902856317561,0.034087590643213435,-0.03864769340316677,0.19407940295800233
0.07297016639775317,0.09000960588911681,0.10562847735270012,-0.1614977570248043,-0.045381651825081415,0.11507678655285332
0.055350887709012295,0.0903765449971362,0.08108503968049473,-0.12173728026043734,-0.02728612408039628,-0.027715822185697462
-0.014952096861141502,-0.02762976118208627,0.0044183957114028545,-0.0888379208327252,-0.028913066940511708,-0.025723517472936403
0.13791646996871917,0.08046799155960202,0.11379537047363028,0.11325896541312834,0.1759312997186349,0.0010590772699408592
-0.02770837794114287,-0.12087697846713866,-0.05367073732384877,0.16364269284030672,0.05380463422834904,0.016358101261182388
0.06015699871792991,0.05412257767902675,0.06907147045679879,-0.028066343347165117,-0.020594862600299097,0.13481870844326976
-0.11965570693542187,-0.14712428812237746,-0.12583012553766054,0.020134499357494097,0.07581077226098668,-0.05620277964826933
0.028829140033815766,-0.09287501935951223,0.030873171806160327,-0.03243084186290756,0.12292739499879013,0.003500307145847254
-0.0472948137374187,-0.0906630321391812,-0.06030652713020929,0.08924689587178013,-0.04804198665902823,0.02492827290643057
0.1279883546724031,0.12320823012725127,0.11400297227945709,0.07647243228046172,0.05331859022234346,0.038021385450180224
0.07127354262073829,0.10682824332947072,0.0984661128919953,-0.13072854661479041,-0.0042842252849235474,-0.048973158840623573
0.0018231438002433427,-0.03828841675894513,-0.01407029083357895,0.07201701051319553,0.007502785702327876,-0.032428772524142654
-0.032330898602693225,-0.03869928005314312,-0.07857541930073908,0.2233490999101147,0.10162892181334246,-0.20525479140076497
-0.06971955679155814,-0.03369855933062832,-0.048353346771657646,-0.11907037513920038,-0.07760198458146486,-0.09878911599636545
-0.025185912933578837,0.022845906618787104,-0.01529453989166834,-0.058378690479696516,-0.04440115603981084,0.05402486497056233
-0.0576072110927591,-0.1491853198277754,-0.1180232866680645,0.34315932777030284,0.13812883648268934,-0.17262644074778147
-0.13736554966038342,-0.061032012284268085,-0.11663864741747058,-0.1281101102305776,-0.11319098968761354,-0.07877465736980212
-0.18285298651938536,-0.042628957343462046,-0.16494606985209928,-0.1034217238621062,-0.21532833692213713,-0.17368463276567217
0.08301610698856575,0.13685718546269338,0.08462154673784203,-0.0011111794577462377,-0.003398942199944512,-0.08228461757612988
0.051051403363027034,0.027675707876824215,0.05076977081123638,-0.013688193628943655,0.10518746251757996,0.10910440574257686
-0.008805527317146651,0.08493667662566445,0.005338385342810203,-0.13032430154791655,-0.09631929787743734,-0.04238476552059127
-0.3007161494507123,-0.26834900166385295,-0.31080572965468145,0.02461682276217076,-0.1591009418756161,0.00771663562311184
0.07915015500396874,0.06783542437586587,0.08754986928398095,-0.028771022944191406,0.020777703962542464,0.14169370454188945
-0.02966621533404837,-0.07663696423851483,-0.02853203920882093,0.005931610499832974,-0.03839738786548774,0.11593691299252967
0.16943038993763312,0.0866816768230086,0.15528131336057888,0.09595801624591395,0.20706266094177395,-0.11949214885457768
