,issurf,NC,NEO,NPO,HG_SO4,HG_COO,HG_ABS,HG_IOS,HG_Nonionic,cnt,label
Surf_200,1,0.1931818181818182,0.0,0.1076923076923077,1.0,0.0,0.0,0.0,0.0,0.042801556420233464,63
Surf_201,1,0.4545454545454545,0.26,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,0.042801556420233464,79
Surf_202,1,0.5909090909090909,0.2,0.5384615384615385,1.0,0.0,0.0,0.0,0.0,0.04669260700389105,23
Surf_203,1,0.6363636363636364,0.25,0.24615384615384617,1.0,0.0,0.0,0.0,0.0,0.048638132295719845,70
Surf_204,1,0.6363636363636364,0.06,0.1076923076923077,1.0,0.0,0.0,0.0,0.0,0.048638132295719845,32
Surf_205,1,0.20454545454545456,0.12,0.0,1.0,0.0,0.0,0.0,0.0,0.054474708171206226,47
Surf_206,1,0.2727272727272727,0.0,0.1076923076923077,1.0,0.0,0.0,0.0,0.0,0.06809338521400779,1
Surf_207,1,0.31818181818181823,0.2,0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.07976653696498054,74
Surf_208,1,0.5454545454545454,0.1,0.5384615384615385,1.0,0.0,0.0,0.0,0.0,0.11284046692607005,52
Surf_209,1,0.2727272727272727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11867704280155641,1
Surf_210,1,0.09090909090909091,0.0,0.1076923076923077,1.0,0.0,0.0,0.0,0.0,0.14785992217898833,63
Surf_211,1,0.20454545454545456,0.1,0.6923076923076923,1.0,0.0,0.0,0.0,0.0,0.14980544747081714,50
Surf_212,1,0.28409090909090906,0.0,0.1076923076923077,1.0,0.0,0.0,0.0,0.0,0.1595330739299611,1
Surf_213,1,0.1931818181818182,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.36186770428015563,54
Surf_214,1,0.20454545454545456,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.5447470817120623,16
Cosolv_1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80
Cosolv_2,0,4.0,2.77,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90
Cosolv_3,0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,81
Cosolv_4,0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,82
Cosolv_5,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,86
Cosolv_6,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80
Cosolv_7,0,6.0,13.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87
Cosolv_8,0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87
Cosolv_9,0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,87
Cosolv_10,0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,84
Cosolv_11,0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,80
Cosolv_12,0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,89
Cosolv_13,0,4.0,2.15,0.0,0.0,0.0,0.0,0.0,1.0,2.0,90
Cosolv_14,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,90
Cosolv_15,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,86
Cosolv_16,0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,84
Cosolv_17,0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,82
Cosolv_18,0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,83
Cosolv_19,0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,85
Cosolv_20,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,90
Cosolv_21,0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,91
Cosolv_22,0,6.0,9.8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,84
Cosolv_23,0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,81
Cosolv_24,0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,82
