,Cat,Formulation,Oil
1093,1,0.5%#Surf_62#0.5%#Surf_17#1%#Cosolv_40#,Oil_8
1094,0,0.6%#Surf_62#0.4%#Surf_17#1%#Cosolv_45#,Oil_8
1095,0,0.3%#Surf_62#0.2%#Surf_17#0.5%#Cosolv_45#,Oil_8
1096,1,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_16#,Oil_8
1097,1,0.25%#Surf_56#0.25%#Surf_17#0.25%#Cosolv_45#,Oil_8
1098,1,0.5%#Surf_56#0.5%#Surf_17#0.5%#Cosolv_45#,Oil_8
1099,1,0.5%#Surf_56#0.5%#Surf_17#1%#Cosolv_43#,Oil_8
1100,1,0.25%#Surf_56#0.25%#Surf_17#0.5%#Cosolv_43#,Oil_8
1101,0,0.25%#Surf_56#0.25%#Surf_17#,Oil_8
1102,0,0.5%#Surf_56#0.5%#Surf_17#,Oil_8
1103,1,0.2%#Surf_62#0.3%#Surf_68#,Oil_8
1104,1,0.2%#Surf_62#0.3%#Surf_68#0.5%#Cosolv_43#,Oil_8
1105,0,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_46#,Oil_8
1106,0,0.2%#Surf_32#0.3%#Surf_68#,Oil_8
1107,0,0.25%#Surf_62#0.25%#Surf_17#0.25%#Cosolv_40#,Oil_8
1108,1,0.25%#Surf_64#0.5%#Surf_68#0.25%#Surf_210#0.5%#Cosolv_46#,Oil_8
1109,1,0.4%#Surf_64#0.35%#Surf_68#0.25%#Surf_210#0.5%#Cosolv_46#,Oil_8
1110,0,0.25%#Surf_64#0.5%#Surf_68#0.25%#Surf_210#0.3%#Cosolv_46#,Oil_8
1111,1,0.3%#Surf_64#0.35%#Surf_68#0.25%#Surf_210#0.1%#Surf_67#0.5%#Cosolv_46#,Oil_8
1112,0,0.45%#Surf_64#0.35%#Surf_68#0.2%#Surf_210#0.5%#Cosolv_46#,Oil_8
1113,1,0.35%#Surf_64#0.35%#Surf_68#0.2%#Surf_210#0.1%#Surf_67#0.5%#Cosolv_46#,Oil_8
1114,0,0.4%#Surf_64#0.35%#Surf_67#0.25%#Surf_210#0.5%#Cosolv_46#,Oil_8
1115,1,0.3%#Surf_64#0.2%#Surf_67#0.25%#Surf_68#0.25%#Surf_210#0.5%#Cosolv_46#,Oil_8
1116,0,0.45%#Surf_64#0.35%#Surf_68#0.2%#Surf_210#0.65%#Cosolv_46#,Oil_8
1117,0,0.45%#Surf_64#0.3%#Surf_68#0.25%#Surf_210#0.5%#Cosolv_46#,Oil_8
1118,0,0.2712%#Surf_64#0.6%#Surf_68#0.5%#Cosolv_46#0.1288%#Surf_88#,Oil_8
1119,0,0.2712%#Surf_64#0.6%#Surf_68#0.25%#Cosolv_46#0.1288%#Surf_88#,Oil_8
1120,1,0.2712%#Surf_64#0.6%#Surf_68#0.75%#Cosolv_46#0.1288%#Surf_88#,Oil_8
1121,0,0.2%#Surf_3#,Oil_10
1122,0,0.2%#Surf_3#0.25%#Surf_93#,Oil_10
1123,1,0.1%#Surf_69#0.1%#Surf_189#0.1%#Surf_93#,Oil_10
1124,1,0.1%#Surf_69#0.1%#Surf_189#0.1%#Surf_93#,Oil_10
1125,1,0.2%#Surf_2#0.3%#Surf_93#,Oil_10
1126,1,0.1%#Surf_69#0.1%#Surf_214#0.1%#Surf_93#,Oil_10
1127,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18
1128,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 15.5% Oil_G
1129,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 16.3% Oil_I
1130,0,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 19.4% Oil_L
1131,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 29.6% Oil_K
1132,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 29.8% Oil_F
1133,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 5.6% Oil_L
1134,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18
1135,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 15.5% Oil_G
1136,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 16.3% Oil_I
1137,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 19.4% Oil_L
1138,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 29.6% Oil_K
1139,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 29.8% Oil_F
1140,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 8.6% Oil_L
1141,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18
1142,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 15.5% Oil_G
1143,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 16.3% Oil_I
1144,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 19.4% Oil_L
1145,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 29.6% Oil_K
1146,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 29.8% Oil_F
1147,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 7.4% Oil_L
1148,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18
1149,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18
1150,0,1%#Cosolv_33#,Oil_18
1151,0,2%#Cosolv_44#,Oil_18
1152,0,3%#Cosolv_44#,Oil_18
1153,0,3%#Cosolv_44#,Oil_18
1154,0,0.05%#Surf_93#1%#Cosolv_44#,Oil_18
1155,0,0.15%#Surf_213#0.15%#Surf_69#1%#Cosolv_44#,Oil_18
1156,0,0.15%#Surf_213#0.15%#Surf_69#1%#Cosolv_44#,Oil_18
1157,0,0.15%#Surf_212#0.15%#Surf_70#1%#Cosolv_44#,Oil_18
1158,0,1%#Cosolv_33#,Oil_18
1159,0,0.18%#Surf_202#0.12%#Surf_69#1%#Cosolv_44#,Oil_18
1160,0,0.15%#Surf_168#0.15%#Surf_68#,Oil_18 + 18.7% Oil_A
1161,0,0.15%#Surf_213#0.15%#Surf_68#,Oil_18 + 18.7% Oil_A
1162,0,0.15%#Surf_214#0.15%#Surf_69#1%#Cosolv_44#,Oil_18
1163,0,0.15%#Surf_214#0.15%#Surf_69#1%#Cosolv_44#,Oil_18
1164,0,0.2%#Surf_214#0.1%#Surf_69#1%#Cosolv_44#,Oil_18
1165,0,0.2%#Surf_214#0.1%#Surf_69#1%#Cosolv_44#,Oil_18
1166,0,0.2%#Surf_214#0.1%#Surf_69#1%#Cosolv_44#,Oil_18
1167,0,1%#Cosolv_19#,Oil_18
1168,0,1%#Cosolv_19#,Oil_18
1169,0,0.2%#Surf_214#0.1%#Surf_70#1%#Cosolv_44#,Oil_18
1170,0,0.2%#Surf_31#0.1%#Surf_70#1%#Cosolv_44#,Oil_18
1171,0,0.25%#Surf_214#0.25%#Surf_70#0.5%#Cosolv_44#,Oil_18
1172,0,0.25%#Surf_31#0.25%#Surf_70#0.5%#Cosolv_44#,Oil_18
1173,0,0.33%#Surf_214#0.17%#Surf_69#1%#Cosolv_44#,Oil_18
1174,0,0.2%#Surf_189#0.1%#Surf_69#1%#Cosolv_44#,Oil_18
1175,0,0.15%#Surf_213#0.15%#Surf_69#1%#Cosolv_44#,Oil_18
1176,0,0.15%#Surf_212#0.15%#Surf_69#1%#Cosolv_44#,Oil_18
1177,0,0.15%#Surf_213#0.15%#Surf_67#1%#Cosolv_44#,Oil_18
1178,0,0.15%#Surf_213#0.15%#Surf_67#1%#Cosolv_44#,Oil_18
1179,0,0.15%#Surf_213#0.15%#Surf_68#1%#Cosolv_44#,Oil_18
1180,0,0.2%#Surf_213#0.1%#Surf_67#1%#Cosolv_44#,Oil_18
1181,0,0.15%#Surf_211#0.15%#Surf_67#1%#Cosolv_44#,Oil_18
1182,0,0.15%#Surf_211#0.15%#Surf_68#1%#Cosolv_44#,Oil_18
1183,0,0.1%#Surf_93#1%#Cosolv_44#,Oil_18
1184,0,0.5%#Surf_86#1%#Cosolv_44#,Oil_18
1185,0,0.1%#Surf_80#1%#Cosolv_44#,Oil_18
1186,0,0.15%#Surf_213#0.15%#Surf_67#,Oil_18 + 18.7% Oil_A
1187,0,0.15%#Surf_180#0.15%#Surf_17#,Oil_18 + 18.7% Oil_A
1188,0,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1189,0,0.15%#Surf_213#0.15%#Surf_70#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1190,0,0.2%#Surf_213#0.1%#Surf_70#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1191,0,0.15%#Surf_193#0.15%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1192,0,0.2%#Surf_213#0.1%#Surf_70#0.5%#Cosolv_46#,Oil_18 + 18.7% Oil_A
1193,1,0.5%#Surf_213#0.5%#Cosolv_29#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1194,0,0.5%#Surf_213#0.25%#Cosolv_12#0.25%#Cosolv_10#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1195,0,1%#Cosolv_48#,Oil_18
1196,0,1%#Cosolv_44#,Oil_18
1197,0,1%#Cosolv_31#,Oil_18
1198,0,0.5%#Surf_213#0.5%#Surf_67#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1199,0,0.5%#Surf_213#0.5%#Surf_67#1%#Cosolv_46#,Oil_18 + 18.7% Oil_A
1200,0,0.5%#Surf_207#0.5%#Surf_67#1%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1201,0,0.25%#Surf_207#0.25%#Surf_67#1%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1202,0,0.5%#Surf_213#0.5%#Surf_67#1%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1203,0,0.5%#Surf_64#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1204,0,0.5%#Surf_64#0.5%#Surf_68#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1205,0,0.5%#Surf_213#0.5%#Surf_67#1%#Cosolv_20#,Oil_18 + 18.7% Oil_A
1206,1,0.5%#Surf_213#0.5%#Cosolv_20#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1207,0,0.5%#Surf_213#0.5%#Surf_67#1%#Cosolv_47#,Oil_18 + 18.7% Oil_A
1208,0,0.5%#Surf_200#0.5%#Surf_67#1%#Cosolv_47#,Oil_18 + 18.7% Oil_A
1209,0,0.6%#Surf_213#0.4%#Surf_67#1%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1210,0,0.4%#Surf_213#0.6%#Surf_67#1%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1211,0,0.5%#Surf_200#0.5%#Surf_67#1%#Cosolv_47#,Oil_18 + 18.7% Oil_A
1212,0,0.5%#Surf_213#0.5%#Surf_67#1%#Cosolv_46#,Oil_18 + 18.7% Oil_A
1213,0,0.5%#Surf_200#0.5%#Surf_67#1%#Cosolv_46#,Oil_18 + 18.7% Oil_A
1214,0,0.5%#Surf_97#0.5%#Surf_67#1%#Cosolv_47#,Oil_18 + 18.7% Oil_A
1215,1,0.5%#Surf_213#0.5%#Cosolv_45#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1216,1,0.5%#Surf_213#0.5%#Cosolv_45#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1217,0,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1218,0,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1219,1,0.5%#Surf_213#0.5%#Surf_67#0.5%#Cosolv_44#,Oil_18 + 18.7% Oil_A
1220,0,0.5%#Surf_150#0.5%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1221,0,0.25%#Surf_150#0.25%#Surf_67#0.5%#Cosolv_45#,Oil_18 + 18.7% Oil_A
1222,0,1%#Cosolv_44#,Oil_18
1223,0,0.15%#Surf_213#0.15%#Surf_69#1%#Cosolv_44#,Oil_18
1224,1,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_69#,Oil_18
1225,0,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_69#,Oil_18 + 50% Oil_C
1226,0,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_69#,Oil_18 + 50% Oil_D
1227,1,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_69#,Oil_18 + 50% Oil_F
1228,1,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_69#,Oil_18 + 50% Oil_H
1229,1,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_69#,Oil_18
1230,0,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_69#,Oil_18 + 18.7% Oil_A
1231,0,0.15%#Surf_213#1%#Cosolv_44#0.15%#Surf_67#,Oil_18 + 18.7% Oil_A
1232,0,1%#Cosolv_33#,Oil_18
1233,0,0.18%#Surf_213#0.12%#Surf_67#1%#Cosolv_44#,Oil_18 + 18.7% Oil_A
1234,0,0.15%#Surf_213#0.15%#Surf_67#1.5%#Cosolv_44#,Oil_18 + 18.7% Oil_A
1235,0,0.15%#Surf_213#0.15%#Surf_67#1.5%#Cosolv_44#,Oil_18 + 18.7% Oil_A
1236,0,0.15%#Surf_213#0.15%#Surf_67#1.5%#Cosolv_44#,Oil_18 + 18.7% Oil_A
1237,0,0.15%#Surf_213#0.15%#Surf_67#1%#Cosolv_33#,Oil_18 + 18.7% Oil_A
1238,0,0.15%#Surf_213#0.15%#Surf_67#1%#Cosolv_33#,Oil_18 + 18.7% Oil_A
1239,0,0.15%#Surf_213#0.075%#Surf_67#0.075%#Surf_70#1%#Cosolv_33#,Oil_18 + 18.7% Oil_A
1240,0,0.15%#Surf_213#0.075%#Surf_67#0.075%#Surf_70#1%#Cosolv_33#,Oil_18 + 18.7% Oil_A
1241,0,0.5%#Surf_213#1%#Cosolv_44#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1242,1,0.5%#Surf_213#0.5%#Cosolv_45#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1243,1,0.5%#Surf_213#0.5%#Cosolv_45#0.5%#Surf_67#,Oil_18 + 18.7% Oil_A
1244,0,0.1%#Surf_86#1%#Cosolv_44#,Oil_18
1245,0,0.1%#Surf_86#1%#Cosolv_44#,Oil_18
1246,0,0.6%#Surf_198#0.5%#Cosolv_45#0.4%#Surf_17#,Oil_18 + 18.7% Oil_A
1247,1,0.6%#Surf_198#0.75%#Cosolv_45#0.4%#Surf_17#,Oil_18 + 18.7% Oil_A
1248,0,0.25%#Surf_54#0.15%#Surf_70#0.1%#Surf_69#,Oil_17
1249,0,0.25%#Surf_54#0.15%#Surf_70#0.1%#Surf_69#,Oil_17
1250,0,0.5%#Surf_40#,Oil_17
1251,0,0.5%#Surf_40#,Oil_17
1252,0,0.125%#Surf_54#0.08%#Surf_70#0.05%#Surf_69#,Oil_17
1253,0,0.25%#Surf_54#0.15%#Surf_70#0.1%#Surf_69#,Oil_17
1254,0,0.25%#Surf_54#0.1%#Surf_69#2%#Cosolv_48#,Oil_17
1255,0,0.25%#Surf_59#0.25%#Surf_69#1%#Cosolv_48#,Oil_17
1256,0,0.25%#Surf_40#0.25%#Surf_69#1%#Cosolv_48#,Oil_17
1257,0,0.25%#Surf_65#0.25%#Surf_69#1%#Cosolv_48#,Oil_17
1258,0,0.3%#Surf_205#,Oil_17
1259,0,0.3%#Surf_128#,Oil_17
1260,0,0.3%#Surf_183#,Oil_17
1261,0,0.3%#Surf_92#,Oil_17
1262,0,0.2%#Surf_92#,Oil_17
1263,0,0.3%#Surf_91#,Oil_17
1264,0,0.3%#Surf_187#,Oil_17
1265,0,0.3%#Surf_93#,Oil_17
1266,0,0.2%#Surf_92#,Oil_17
1267,0,0.3%#Surf_205#,Oil_17
1268,0,0.3%#Surf_183#,Oil_17
1269,0,0.2%#Surf_205#0.1%#Surf_67#,Oil_17
1270,0,0.2%#Surf_205#0.1%#Surf_67#,Oil_17
1271,0,0.2%#Surf_183#0.1%#Surf_67#,Oil_17
1272,0,0.2%#Surf_183#0.1%#Surf_67#,Oil_17
1273,0,0.2%#Surf_205#0.1%#Surf_67#,Oil_17
1274,0,0.15%#Surf_205#0.15%#Surf_67#,Oil_17
1275,0,0.2%#Surf_183#0.1%#Surf_67#,Oil_17
1276,0,0.15%#Surf_183#0.15%#Surf_67#,Oil_17
1277,0,0.1%#Surf_205#0.2%#Surf_67#,Oil_17
1278,0,0.1%#Surf_205#0.2%#Surf_67#,Oil_17
1279,0,0.1%#Surf_205#0.05%#Surf_67#0.05%#Cosolv_48#,Oil_17
1280,0,0.1%#Surf_205#0.1%#Surf_67#0.1%#Cosolv_48#,Oil_17
1281,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_48#,Oil_17
1282,0,0.1%#Surf_205#0.2%#Surf_67#2%#Cosolv_48#,Oil_17
1283,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_47#,Oil_17
1284,0,0.1%#Surf_205#0.2%#Surf_67#2%#Cosolv_47#,Oil_17
1285,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_48#,Oil_17
1286,0,0.1%#Surf_205#0.2%#Surf_67#2%#Cosolv_48#,Oil_17
1287,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_47#,Oil_17
1288,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_48#,Oil_17
1289,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_47#,Oil_17
1290,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_48#,Oil_17
1291,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_47#,Oil_17
1292,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_48#,Oil_17
1293,0,0.1%#Surf_205#0.2%#Surf_67#1%#Cosolv_47#,Oil_17
1294,0,0.1%#Surf_205#0.1%#Surf_70#0.1%#Surf_214#1%#Cosolv_47#,Oil_17
1295,0,0.1%#Surf_205#0.1%#Surf_70#0.1%#Surf_214#1%#Cosolv_48#,Oil_17
1296,0,0.15%#Surf_214#0.15%#Surf_70#1%#Cosolv_47#,Oil_17
1297,0,0.15%#Surf_214#0.15%#Surf_70#1%#Cosolv_48#,Oil_17
1298,0,0.1%#Surf_205#0.1%#Surf_70#0.1%#Surf_214#1%#Cosolv_47#,Oil_17
1299,0,0.1%#Surf_205#0.1%#Surf_70#0.1%#Surf_214#1%#Cosolv_48#,Oil_17
1300,0,0.15%#Surf_214#0.15%#Surf_70#1%#Cosolv_48#,Oil_17
1301,0,0.15%#Surf_214#0.15%#Surf_70#2%#Cosolv_48#,Oil_17
1302,0,0.15%#Surf_214#0.15%#Surf_70#1.5%#Cosolv_48#,Oil_17
1303,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17
1304,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 12.5% Oil_B
1305,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 23.2% Oil_F
1306,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 10.4% Oil_G
1307,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 10.6% Oil_I
1308,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 3.72% Oil_L
1309,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17
1310,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 12.5% Oil_B
1311,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 23.2% Oil_F
1312,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 10.4% Oil_G
1313,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 10.6% Oil_I
1314,1,0.25%#Surf_214#0.25%#Surf_70#1%#Cosolv_48#,Oil_17 + 3.72% Oil_L
1315,1,1.5%#Surf_212#0.5%#Surf_69#4%#Cosolv_43#,Oil_24
1316,1,1.5%#Surf_84#0.5%#Surf_70#4%#Cosolv_43#,Oil_24
1317,1,0.75%#Surf_84#0.25%#Surf_70#3%#Cosolv_43#,Oil_24
1318,1,1.5%#Surf_212#0.5%#Surf_70#4%#Cosolv_43#,Oil_24
1319,1,0.75%#Surf_212#0.25%#Surf_70#2%#Cosolv_43#,Oil_24
1320,1,0.75%#Surf_212#0.25%#Surf_70#2%#Cosolv_43#,Oil_24
1321,1,0.75%#Surf_10#0.25%#Surf_70#2%#Cosolv_43#,Oil_24
1322,1,0.75%#Surf_10#0.25%#Surf_70#2%#Cosolv_43#,Oil_24
1323,1,0.75%#Surf_10#0.25%#Surf_70#2%#Cosolv_47#,Oil_24
1324,1,0.75%#Surf_10#0.25%#Surf_70#2%#Cosolv_15#,Oil_24
1325,1,0.75%#Surf_10#0.25%#Surf_70#2%#Cosolv_15#,Oil_24
1326,0,0.5%#Surf_29#0.5%#Surf_67#,Oil_2 + 30% Oil_A
1327,0,0.5%#Surf_59#0.5%#Surf_70#,Oil_2 + 30% Oil_A
1328,0,0.5%#Surf_59#0.5%#Surf_70#,Oil_2 + 21% Oil_A
1329,0,0.5%#Surf_59#0.5%#Surf_70#,Oil_2 + 30% Oil_A
1330,0,0.5%#Surf_61#0.5%#Surf_70#,Oil_2 + 30% Oil_A
1331,1,0.5%#Surf_27#0.5%#Surf_70#,Oil_2 + 30% Oil_A
1332,1,0.4%#Surf_61#0.4%#Surf_70#0.2%#Surf_85#,Oil_2 + 30% Oil_A
1333,1,0.4%#Surf_61#0.4%#Surf_70#0.2%#Surf_73#,Oil_2 + 30% Oil_A
1334,1,0.35%#Surf_61#0.15%#Surf_70#0.2%#Surf_68#0.3%#Cosolv_36#,Oil_2 + 30% Oil_A
1335,1,0.5%#Surf_95#0.5%#Surf_14#2%#Cosolv_48#,Oil_16
1336,1,0.5%#Surf_95#0.5%#Surf_94#2%#Cosolv_48#,Oil_16
1337,1,2%#Surf_101#3%#Cosolv_48#,Oil_16
1338,0,0.5%#Surf_95#0.5%#Surf_94#2%#Cosolv_48#,Oil_16
1339,0,0.5%#Surf_210#0.5%#Surf_69#1%#Cosolv_42#,Oil_19 + 20% Oil_L
1340,1,0.5%#Surf_210#0.5%#Surf_69#0.75%#Cosolv_42#,Oil_19 + 20% Oil_L
1341,0,0.5%#Surf_210#0.5%#Surf_69#0.5%#Cosolv_29#,Oil_19 + 20% Oil_L
1342,1,0.5%#Surf_210#0.5%#Surf_69#0.5%#Cosolv_37#,Oil_19 + 20% Oil_L
1343,1,0.5%#Surf_200#0.5%#Surf_69#0.75%#Cosolv_42#,Oil_19 + 20% Oil_L
1344,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_48#,Oil_19 + 20% Oil_L
1345,1,0.5%#Surf_214#0.5%#Surf_69#1%#Cosolv_48#,Oil_19 + 20% Oil_L
1346,1,0.5%#Surf_214#0.5%#Surf_69#0.5%#Cosolv_48#,Oil_19 + 20% Oil_L
1347,1,0.5%#Surf_151#0.5%#Surf_200#1%#Cosolv_42#,Oil_19 + 20% Oil_L
1348,1,0.5%#Surf_151#0.5%#Surf_200#1%#Cosolv_35#,Oil_19 + 20% Oil_L
1349,0,0.125%#Surf_214#0.125%#Surf_69#0.25%#Cosolv_47#,Oil_19
1350,0,0.2143%#Surf_206#0.0357%#Surf_67#0.25%#Cosolv_48#,Oil_19
1351,0,0.1875%#Surf_214#0.1875%#Surf_69#0.375%#Cosolv_47#,Oil_19
1352,0,0.3233%#Surf_206#0.05175%#Surf_67#0.375%#Cosolv_48#,Oil_19
1353,0,0.1875%#Surf_214#0.1875%#Surf_69#0.375%#Cosolv_47#,Oil_19
1354,0,0.1875%#Surf_214#0.1875%#Surf_69#0.375%#Cosolv_47#,Oil_19
1355,0,0.25%#Surf_214#0.25%#Surf_69#1%#Cosolv_47#,Oil_19
1356,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1357,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1358,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1359,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 31.3% Oil_F
1360,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 14.8% Oil_G
1361,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 15.5% Oil_I
1362,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 6.82% Oil_L
1363,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1364,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 31.3% Oil_F
1365,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 14.8% Oil_G
1366,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 15.5% Oil_I
1367,1,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19 + 6.82% Oil_L
1368,0,0.5%#Surf_214#0.5%#Surf_69#0.1%#Surf_93#,Oil_19
1369,0,0.5%#Surf_214#0.5%#Surf_69#0.1%#Surf_92#,Oil_19
1370,0,0.5%#Surf_213#0.5%#Surf_69#0.1%#Surf_93#,Oil_19
1371,0,0.5%#Surf_213#0.5%#Surf_69#0.1%#Surf_93#0.05%#Surf_209#,Oil_19
1372,0,0.5%#Surf_213#0.5%#Surf_69#0.05%#Surf_209#,Oil_19
1373,0,0.5%#Surf_213#0.5%#Surf_69#2%#Cosolv_48#,Oil_19
1374,0,0.5%#Surf_213#0.5%#Surf_69#1%#Cosolv_48#,Oil_19
1375,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1376,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1377,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1378,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1379,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1380,0,0.25%#Surf_167#0.25%#Surf_69#,Oil_19
1381,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1382,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1383,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1384,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
1385,0,0.5%#Surf_214#0.5%#Surf_69#2%#Cosolv_47#,Oil_19
