Depth,Vp,Vs,Vp/Vs,Ip,Por,Vclay,Face
1740.1033,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1740.2556,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1740.4081,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1740.5604,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1740.7128,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1740.8652,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1741.0176,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1741.17,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1741.3224,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1741.4749,2.2813588,1.0596773,2.152880693,4.855839582,31.42,0.3915,1
1741.6272,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1741.7797,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1741.932,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1742.0845,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1742.2368,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1742.3893,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1742.5416,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1742.694,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1742.8464,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1742.9988,2.2368143,1.0138537,2.20624958,4.751260201,31.38,0.4955,1
1743.1512,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1743.3036,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1743.4561,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1743.6084,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1743.7609,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1743.9132,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1744.0657,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1744.218,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1744.3704,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1744.5228,2.2555859,1.0331922,2.183123237,4.795514116,31.39,0.4518,1
1744.6752,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1744.8276,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1744.98,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1745.1324,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1745.2848,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1745.4373,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1745.5896,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1745.7421,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1745.8944,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1746.0469,2.1968433,0.97177934,2.260640054,4.658044398,31.33,0.5905,2
1746.1992,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1746.3516,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1746.504,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1746.6564,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1746.8088,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1746.9612,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1747.1136,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1747.266,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1747.4185,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1747.5708,2.3420786,1.1216815,2.088006801,4.996980676,31.51,0.256,1
1747.7233,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1747.8756,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1748.0281,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1748.1804,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1748.3328,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1748.4852,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1748.6376,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1748.79,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1748.9424,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1749.0948,2.2545098,1.0319959,2.184611199,4.793244072,31.38,0.4549,1
1749.2472,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1749.3997,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1749.552,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1749.7045,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1749.8568,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1750.0093,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1750.1616,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1750.314,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1750.4664,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1750.6188,2.3353756,1.1147526,2.094972104,4.981760642,31.49,0.2708,1
1750.7712,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1750.9236,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1751.076,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1751.2284,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1751.3809,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1751.5332,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1751.6857,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1751.838,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1751.9905,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1752.1428,2.2347109,1.0114919,2.209321597,4.7468368,31.36,0.5016,2
1752.2952,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1752.4476,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1752.6,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1752.7524,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1752.9048,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1753.0573,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1753.2096,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1753.3621,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1753.5144,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1753.6669,2.130114,0.89782105,2.372537378,4.506487284,31.14,0.75,2
1753.8192,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1753.9717,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1754.124,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1754.2764,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1754.4288,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1754.5812,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1754.7336,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1754.886,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1755.0385,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1755.1908,2.1286805,0.89687207,2.373449426,4.50147808,31.2,0.75,2
1755.3433,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1755.4956,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1755.6481,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1755.8004,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1755.9529,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1756.1052,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1756.2576,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1756.41,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1756.5624,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1756.7148,2.162019,0.93201205,2.319732883,4.583212838,31.07,0.684,2
1756.8672,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1757.0197,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1757.172,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1757.3245,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1757.4768,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1757.6293,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1757.7816,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1757.9341,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1758.0864,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1758.2388,2.1910599,0.96538051,2.269633453,4.645225559,31.3,0.6055,2
1758.3912,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1758.5436,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1758.696,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1758.8484,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1759.0009,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1759.1532,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1759.3057,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1759.458,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1759.6105,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1759.7628,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1759.9152,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1760.0676,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1760.22,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1760.3724,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1760.5248,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1760.6772,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1760.8296,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1760.9821,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1761.1344,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1761.2869,2.1511706,0.91971072,2.338964365,4.559122132,31.02,0.7106,2
1761.4392,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1761.5917,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1761.744,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1761.8964,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1762.0488,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1762.2012,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1762.3536,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1762.506,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1762.6584,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1762.8108,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1762.9633,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1763.1156,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1763.2681,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1763.4204,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1763.5729,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1763.7252,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1763.8776,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1764.03,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1764.1824,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1764.3348,2.1966197,0.97114459,2.261887388,4.658633235,31.29,0.5934,2
1764.4872,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1764.6396,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1764.792,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1764.9445,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1765.0968,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1765.2493,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1765.4016,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1765.5541,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1765.7064,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1765.8588,2.1572603,0.92644179,2.328543815,4.573141594,31.03,0.6967,2
1766.0112,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1766.1636,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1766.316,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1766.4684,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1766.6208,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1766.7732,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1766.9257,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1767.078,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1767.2305,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1767.3828,2.1396885,0.90934851,2.352990604,4.526389701,31.23,0.7245,2
1767.5353,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1767.6876,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1767.84,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1767.9924,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1768.1448,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1768.2972,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1768.4496,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1768.6021,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1768.7544,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1768.9069,2.1968807,0.97131956,2.261748646,4.659529262,31.28,0.5934,2
1769.0592,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1769.2117,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1769.364,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1769.5165,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1769.6688,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1769.8212,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1769.9736,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1770.126,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1770.2784,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1770.4308,2.1289192,0.89703012,2.373297343,4.502312198,31.19,0.75,2
1770.5833,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1770.7356,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1770.8881,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1771.0404,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1771.1929,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1771.3452,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1771.4977,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1771.65,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1771.8024,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1771.9548,2.2532839,1.0302564,2.18710983,4.791754677,31.33,0.4609,1
1772.1072,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1772.2596,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1772.412,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1772.5645,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1772.7168,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1772.8693,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1773.0216,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1773.1741,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1773.3264,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1773.4789,2.2712802,1.0487798,2.165640681,4.833918861,31.35,0.4187,1
1773.6312,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1773.7836,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1773.936,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1774.0884,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1774.2408,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1774.3932,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1774.5457,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1774.698,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1774.8505,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1775.0028,2.1325097,0.89940639,2.371019067,4.514855706,31.04,0.75,2
1775.1553,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1775.3076,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1775.46,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1775.6124,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1775.7648,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1775.9172,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1776.0696,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1776.222,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1776.3744,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1776.5269,2.2846822,1.062357,2.150578572,4.865746626,31.35,0.3886,1
1776.6792,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1776.8317,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1776.984,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1777.1365,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1777.2888,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1777.4412,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1777.5936,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1777.746,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1777.8984,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1778.0508,2.1358939,0.90208139,2.367739678,4.525542675,30.94,0.7479,2
1778.2032,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1778.3556,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1778.5081,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1778.6604,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1778.8129,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1778.9652,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1779.1177,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1779.27,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1779.4224,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1779.5748,2.1363597,0.90195267,2.368594019,4.528296384,30.88,0.75,2
1779.7272,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1779.8796,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1780.032,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1780.1844,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1780.3368,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1780.4893,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1780.6416,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1780.7941,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1780.9464,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1781.0989,2.1511347,0.9216594,2.333980102,4.553766302,31.21,0.7004,2
1781.2512,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1781.4036,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1781.556,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1781.7084,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1781.8608,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1782.0132,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1782.1656,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1782.318,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1782.4705,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1782.6228,2.1310713,0.89845462,2.371929814,4.50983169,31.1,0.75,2
1782.7753,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1782.9276,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1783.0801,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1783.2324,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1783.3848,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1783.5372,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1783.6896,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1783.842,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1783.9944,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1784.1469,2.2277122,1.0034829,2.219980231,4.732498333,31.28,0.5227,2
1784.2992,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1784.4517,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1784.604,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1784.7565,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1784.9088,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1785.0613,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1785.2136,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1785.366,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1785.5184,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1785.6708,2.1368424,0.9022718,2.36829124,4.529980883,30.86,0.75,2
1785.8232,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1785.9756,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1786.1281,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1786.2804,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1786.4329,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1786.5852,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1786.7377,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1786.89,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1787.0425,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1787.1948,2.1409588,0.90499212,2.36572093,4.544339844,30.69,0.75,2
1787.3472,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1787.4996,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1787.652,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1787.8044,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1787.9568,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1788.1093,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1788.2616,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1788.4141,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1788.5664,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1788.7189,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1788.8712,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1789.0237,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1789.176,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1789.3284,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1789.4808,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1789.6332,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1789.7856,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1789.938,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1790.0905,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1790.2428,2.1322698,0.89924764,2.37117086,4.514017939,31.05,0.75,2
1790.3953,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1790.5476,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1790.7001,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1790.8524,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1791.0049,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1791.1572,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1791.3096,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1791.462,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1791.6144,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1791.7668,2.135634,0.90424846,2.361777868,4.518563098,31.17,0.7365,2
1791.9192,2.1955115,0.9693769,2.264868804,4.657691364,31.23,0.5995,2
1792.0717,2.1955115,0.9693769,2.264868804,4.657691364,31.23,0.5995,2
1792.224,2.1955115,0.9693769,2.264868804,4.657691364,31.23,0.5995,2
1792.3765,2.1955115,0.9693769,2.264868804,4.657691364,31.23,0.5995,2
1792.5288,2.1955115,0.9693769,2.264868804,4.657691364,31.23,0.5995,2
1792.6813,2.1955115,0.9693769,2.264868804,4.657691364,31.23,0.5995,2
