H,RH,T,WD,WS,Precip,SR,PM1,HOD,DOW,MOY,Time
63.46878052,93.65,12.12972412,138.4855753,3.088766217,NaN,NaN,NaN,1,7,1,1/1/2017 0:00
63.28060532,93.65,11.449823,137.3378799,2.875111098,NaN,NaN,NaN,2,7,1,1/1/2017 1:00
63.10532379,93.65,10.82827148,133.226695,2.686910284,NaN,NaN,NaN,3,7,1,1/1/2017 2:00
62.94845581,93.625,10.27105103,126.8083815,2.600430485,NaN,NaN,NaN,4,7,1,1/1/2017 3:00
62.82872772,93.6,9.747247314,121.9593127,2.614257959,NaN,NaN,NaN,5,7,1,1/1/2017 4:00
62.72683716,93.6,9.310418701,121.8228918,2.670284896,0,-2.33E-10,NaN,6,7,1,1/1/2017 5:00
62.65084839,100,8.985559082,124.7291682,2.739316947,0,-2.33E-10,NaN,7,7,1,1/1/2017 6:00
62.60582733,100,8.745904541,128.5391241,2.773652386,0,4287.255352,NaN,8,7,1,1/1/2017 7:00
62.57757187,93.6,9.485223389,131.8392686,3.059986316,0,271947.3763,NaN,9,7,1,1/1/2017 8:00
62.68444824,84.95,11.0229126,133.6386955,3.656777227,0,794135.0783,NaN,10,7,1,1/1/2017 9:00
71.78147888,77.29,13.10518799,130.9301884,2.647620751,0,1298271.179,NaN,11,7,1,1/1/2017 10:00
670.7972412,72.74,16.96453247,141.6621246,3.671067977,0,1657813.951,NaN,12,7,1,1/1/2017 11:00
1064.573486,68.59,19.61004028,143.6591911,3.805409031,0,1836163.774,NaN,13,7,1,1/1/2017 12:00
1301.044678,54.83,20.77559814,140.9135563,3.034684544,0,1612459.302,NaN,14,7,1,1/1/2017 13:00
1449.025879,53.03,21.31139526,134.7691041,2.346591122,0,1512002.14,NaN,15,7,1,1/1/2017 14:00
1472.99353,53.03,21.46636353,124.4338163,1.845808587,0,1078357.544,NaN,16,7,1,1/1/2017 15:00
1272.481689,54.705,21.16970215,109.0978126,1.362826615,0,671519.5752,NaN,17,7,1,1/1/2017 16:00
521.0930176,60.21,20.0312439,84.8030478,1.03297446,0,198116.3263,NaN,18,7,1,1/1/2017 17:00
64.73056793,65.885,19.00420532,65.810728,1.115571881,0,90.25800742,NaN,19,7,1,1/1/2017 18:00
64.59823608,67.95,18.3180481,48.90641,1.122643075,0,-2.33E-10,NaN,20,7,1,1/1/2017 19:00
64.47460938,79.82,17.73354492,29.1479937,1.096877689,0,-2.33E-10,NaN,21,7,1,1/1/2017 20:00
64.34196472,77.14,17.16863403,8.17067738,1.124860896,0,-2.33E-10,NaN,22,7,1,1/1/2017 21:00
64.21473694,82.25,16.5894104,354.8465943,1.250028704,0,-2.33E-10,NaN,23,7,1,1/1/2017 22:00
64.08161926,84.93,15.9132019,347.9275938,1.471725851,0,-2.33E-10,NaN,24,7,1,1/1/2017 23:00
63.92118073,87.74,15.09438477,345.8720036,1.741494268,0.00E+00,-2.33E-10,NaN,1,1,1,1/2/2017 0:00
63.77567291,87.74,14.17244873,347.9462763,2.013799496,0,-2.33E-10,NaN,2,1,1,1/2/2017 1:00
63.59263611,87.65,13.23272095,352.3439861,2.270359626,0,-2.33E-10,NaN,3,1,1,1/2/2017 2:00
63.43495941,93.65,12.35750732,357.3718101,2.488372172,0,-2.33E-10,NaN,4,1,1,1/2/2017 3:00
63.29360962,90.58,11.65288696,0.1825744,2.582297561,0,-2.33E-10,NaN,5,1,1,1/2/2017 4:00
63.17275238,90.58,11.21218262,359.9711666,2.480655984,0,-2.33E-10,NaN,6,1,1,1/2/2017 5:00
63.06549072,93.6,11.03652344,0.82591141,2.23133667,0,-2.33E-10,NaN,7,1,1,1/2/2017 6:00
62.99489212,93.575,10.9480835,4.31289824,1.980636508,0,4196.997345,NaN,8,1,1,1/2/2017 7:00
62.94185638,90.555,11.21987305,6.6483082,1.621537874,0,272940.2144,NaN,9,1,1,1/2/2017 8:00
63.04693222,82.12,12.66176758,7.52870865,1.989844123,0,793232.4982,NaN,10,1,1,1/2/2017 9:00
263.2003784,82.245,15.1569458,8.45193445,1.545434937,0,1313208.879,NaN,11,1,1,1/2/2017 10:00
1507.643921,75.225,20.05687866,45.1522398,2.355518971,0.016916107,1680649.227,NaN,12,1,1,1/2/2017 11:00
1710.654053,63.908,21.65303955,55.2279432,2.162831236,0.079747363,1867979.721,NaN,13,1,1,1/2/2017 12:00
1886.686401,66.295,22.44396362,44.5973224,1.841557786,0.032969148,1608442.821,NaN,14,1,1,1/2/2017 13:00
2052.238525,66.515,22.91027222,23.6873007,1.851692665,0.024511094,1485872.447,NaN,15,1,1,1/2/2017 14:00
2159.265625,60.44,22.9604126,6.25226121,1.899959284,0.0077676,1110895.555,NaN,16,1,1,1/2/2017 15:00
1714.458374,62.35,22.68007813,344.330925,2.026462312,0.011910321,641914.9487,NaN,17,1,1,1/2/2017 16:00
110.2204742,68.35,21.11544189,320.8661002,1.859258307,0,165352.6696,NaN,18,1,1,1/2/2017 17:00
65.02111816,75.095,19.4460083,310.870408,2.537970722,0,225.6450185,NaN,19,1,1,1/2/2017 18:00
64.83883667,88,18.1899353,308.0099884,2.848650911,0,-2.33E-10,NaN,20,1,1,1/2/2017 19:00
64.62436676,93.765,17.18557129,306.0583599,2.897544517,0.00E+00,-2.33E-10,NaN,21,1,1,1/2/2017 20:00
64.4152298,93.74,16.2862793,305.8756816,2.895241305,0,-2.33E-10,NaN,22,1,1,1/2/2017 21:00
64.23773956,93.715,15.34053955,309.4023496,2.974578284,0.00E+00,-2.33E-10,NaN,23,1,1,1/2/2017 22:00
64.04449463,93.67,14.47207031,315.8947268,2.999913987,0,-2.33E-10,NaN,24,1,1,1/2/2017 23:00
63.84534454,93.65,13.69973145,323.0846242,2.950860715,0,-2.33E-10,NaN,1,2,1,1/3/2017 0:00
63.67254257,93.625,12.97637329,328.5985566,2.894356486,0,-2.33E-10,NaN,2,2,1,1/3/2017 1:00
63.49506378,93.625,12.26485596,334.1410232,2.874078637,0,-2.33E-10,NaN,3,2,1,1/3/2017 2:00
63.33874893,93.6,11.67925415,340.2502115,2.789094352,0,-2.33E-10,NaN,4,2,1,1/3/2017 3:00
63.19275665,96.8,11.22963867,343.7723366,2.644753866,0,-2.33E-10,NaN,5,2,1,1/3/2017 4:00
63.09109497,100,10.92983398,343.1264664,2.467800126,0,-2.33E-10,NaN,6,2,1,1/3/2017 5:00
63.00958252,100,10.88302002,338.4703565,2.212072501,0,-2.33E-10,NaN,7,2,1,1/3/2017 6:00
62.96455383,100,10.86409912,331.8227892,1.933578937,0,4061.610334,NaN,8,2,1,1/3/2017 7:00
62.93545151,100,11.36055908,325.7260054,1.377848331,0,268517.5721,NaN,9,2,1,1/3/2017 8:00
63.05775833,100,12.8175293,301.6105813,1.17581369,0,769991.0613,NaN,10,2,1,1/3/2017 9:00
207.3301697,100,15.5440918,263.369833,0.937905363,0,1327785.547,NaN,11,2,1,1/3/2017 10:00
1514.62146,93.67,20.54091797,229.0116517,0.552841636,0,1700370.602,NaN,12,2,1,1/3/2017 11:00
1662.636963,77.465,22.38707886,218.164705,0.741677228,0,1838690.998,NaN,13,2,1,1/3/2017 12:00
1731.74292,62.125,23.14779053,246.0973551,0.77956153,0,1811162.306,NaN,14,2,1,1/3/2017 13:00
1805.236084,58.42,23.53170166,266.0321905,0.987649197,0.00E+00,1610879.787,NaN,15,2,1,1/3/2017 14:00
1868.287598,54.83,23.58675537,273.9432023,1.031847202,0.00E+00,1196460.146,NaN,16,2,1,1/3/2017 15:00
1576.309204,54.705,23.25100098,273.4604405,0.945535461,0.00E+00,688172.1775,NaN,17,2,1,1/3/2017 16:00
411.3075256,66.095,22.13308105,272.048531,0.752924383,0,209172.9322,NaN,18,2,1,1/3/2017 17:00
65.16995239,72.65,21.07998047,277.0686984,0.861937933,0,406.1610334,NaN,19,2,1,1/3/2017 18:00
65.01721954,77.29,20.35741577,275.1794894,0.855285968,0.00E+00,-2.33E-10,NaN,20,2,1,1/3/2017 19:00
64.87121582,82.5,19.64397583,263.4383307,0.788893375,0.00E+00,-2.33E-10,NaN,21,2,1,1/3/2017 20:00
64.72003174,82.5,18.91335449,239.1777964,0.771180162,0.00E+00,-2.33E-10,NaN,22,2,1,1/3/2017 21:00
64.55719757,85.04,18.17495117,220.8909197,0.84541184,0.00E+00,-2.33E-10,NaN,23,2,1,1/3/2017 22:00
64.40022278,87.785,17.40813599,210.3267947,0.945498583,0.00E+00,-2.33E-10,NaN,24,2,1,1/3/2017 23:00
64.21739197,NaN,16.56347046,206.5262652,1.104169972,0.00E+00,-2.33E-10,NaN,1,3,1,1/4/2017 0:00
64.03515625,93.6,15.72738037,205.6534839,1.206120111,0.00E+00,-2.33E-10,NaN,2,3,1,1/4/2017 1:00
63.84125137,90.58,14.91018066,206.0745306,1.190194314,0.00E+00,-2.33E-10,NaN,3,3,1,1/4/2017 2:00
63.68132782,93.6,14.23980103,203.586338,1.18106392,0.00E+00,-2.33E-10,NaN,4,3,1,1/4/2017 3:00
63.55366898,NaN,13.68758545,200.0339318,1.287258962,0.00E+00,-2.33E-10,NaN,5,3,1,1/4/2017 4:00
63.43746948,93.575,13.10299072,200.0442698,1.527953727,0.00E+00,-2.33E-10,NaN,6,3,1,1/4/2017 5:00
63.33935547,93.55,12.45247803,199.2838396,1.87959903,0.00E+00,-2.33E-10,NaN,7,3,1,1/4/2017 6:00
63.23455811,93.55,11.72814331,198.8417576,2.238329311,0.00E+00,3926.223323,NaN,8,3,1,1/4/2017 7:00
63.16372681,79.405,11.71764526,199.298008,2.266948342,0.00E+00,277407.9858,NaN,9,3,1,1/4/2017 8:00
63.26623154,85.21,13.73272095,199.8542828,3.100084753,0.00E+00,821257.6095,NaN,10,3,1,1/4/2017 9:00
365.7973633,66.305,16.78255615,193.1106731,2.522688921,0.00E+00,1331170.222,NaN,11,3,1,1/4/2017 10:00
1165.047363,56.63,21.06127319,189.1286587,3.494272711,0.00E+00,1698655.7,NaN,12,3,1,1/4/2017 11:00
1494.527588,49.9,22.78862915,188.8033859,3.426661269,0.00E+00,1893477.609,NaN,13,3,1,1/4/2017 12:00
1779.521118,45.79666667,23.73650513,191.5457427,3.248095138,0.00E+00,1879487.617,NaN,14,3,1,1/4/2017 13:00
1971.513428,43.97,24.29326782,195.5806777,3.053082511,0.00E+00,1653210.793,NaN,15,3,1,1/4/2017 14:00
2028.008423,42.555,24.43752441,199.6495024,2.798981754,0.00E+00,1251111.37,NaN,16,3,1,1/4/2017 15:00
1769.522949,46.935,24.09130249,203.687748,1.9978676,0.00E+00,741965.95,NaN,17,3,1,1/4/2017 16:00
1221.000732,54.705,22.94729004,205.8811534,1.250520315,0.00E+00,212738.1235,NaN,18,3,1,1/4/2017 17:00
1191.018066,60.1,22.0510498,207.2017293,0.841878655,0.00E+00,496.4190408,NaN,19,3,1,1/4/2017 18:00
471.8666992,65.885,21.34200439,199.8657323,0.565972142,0.00E+00,-2.33E-10,NaN,20,3,1,1/4/2017 19:00
65.11103821,77.44,20.56755981,187.6058025,0.495412418,0.00E+00,-2.33E-10,NaN,21,3,1,1/4/2017 20:00
64.92551422,85.21,19.75768433,191.0923126,0.528339394,0,-2.33E-10,NaN,22,3,1,1/4/2017 21:00
64.76034546,87.875,18.98018799,207.0595824,0.49445433,0,-2.33E-10,NaN,23,3,1,1/4/2017 22:00
64.58443451,87.83,18.28157959,242.1132016,0.324345942,0.00E+00,-2.33E-10,NaN,24,3,1,1/4/2017 23:00
64.43603516,93.69,17.63042603,311.2497307,0.329902712,0.00E+00,-2.33E-10,NaN,1,4,1,1/5/2017 0:00
64.3065033,96.845,16.99089966,350.4789354,0.499759175,0,-2.33E-10,NaN,2,4,1,1/5/2017 1:00
64.17799377,93.65,16.42727051,18.0325816,0.57136343,0,-2.33E-10,NaN,3,4,1,1/5/2017 2:00
64.04536438,93.65,15.8538147,37.3465224,0.615744056,0,-2.33E-10,NaN,4,4,1,1/5/2017 3:00
63.91029358,93.65,15.32692871,59.3938037,0.540470026,0,-2.33E-10,NaN,5,4,1,1/5/2017 4:00
63.78944397,93.65,14.87139282,97.5401489,0.360790965,0,-2.33E-10,NaN,6,4,1,1/5/2017 5:00
63.67235565,93.65,14.35723267,149.7231256,0.407059143,0.00E+00,-2.33E-10,NaN,7,4,1,1/5/2017 6:00
63.55197144,93.65,13.75002441,179.3504581,0.588748498,0.00E+00,3835.965315,NaN,8,4,1,1/5/2017 7:00
63.43464661,87.65,13.55788574,201.7701133,0.792785791,0.00E+00,275602.8256,NaN,9,4,1,1/5/2017 8:00
63.47102356,82.31,14.547052,226.3288008,1.257231761,0.00E+00,821528.3835,NaN,10,4,1,1/5/2017 9:00
177.4883881,72.8,16.88512573,247.222884,1.396421094,0.00E+00,1330403.029,NaN,11,4,1,1/5/2017 10:00
1204.883423,58.175,21.52895508,259.5871564,1.451178604,0.00E+00,1704883.502,NaN,12,4,1,1/5/2017 11:00
1400.477661,50.005,23.28273926,262.6323524,1.503001187,0.00E+00,1904128.053,NaN,13,4,1,1/5/2017 12:00
1579.029419,46.98,24.14672241,260.8171427,1.67684992,0,1894966.866,NaN,14,4,1,1/5/2017 13:00
1736.072998,44.11,24.64434204,256.4759553,1.876190266,0,1683221.58,NaN,15,4,1,1/5/2017 14:00
1761.587769,43.97,24.77272949,254.5085809,1.935966241,0,1292720.311,NaN,16,4,1,1/5/2017 15:00
1406.649292,41.14,24.38131104,257.6013727,1.670666188,0.00E+00,771254.6734,NaN,17,4,1,1/5/2017 16:00
139.8194275,48.23,22.99434814,279.591024,1.399432907,0.00E+00,231602.047,NaN,18,4,1,1/5/2017 17:00
65.40649414,56.255,21.82589111,306.7034422,1.507264228,0.00E+00,767.193063,NaN,19,4,1,1/5/2017 18:00
154.5868073,70.165,20.97722778,330.4237577,1.603526202,0.00E+00,-2.33E-10,NaN,20,4,1,1/5/2017 19:00
422.4727173,72.38,20.18734131,347.6706834,1.630721512,0.00E+00,-2.33E-10,NaN,21,4,1,1/5/2017 20:00
411.1784363,77.29,19.46654663,6.60701935,1.526892951,0,-2.33E-10,NaN,22,4,1,1/5/2017 21:00
495.7775574,79.83,18.71068726,33.0011242,1.414262078,0,-2.33E-10,NaN,23,4,1,1/5/2017 22:00
524.2528076,82.37,17.88912354,63.3920335,1.502530792,0,-2.33E-10,NaN,24,4,1,1/5/2017 23:00
523.7786255,87.83,16.96312866,85.0000431,1.796376285,0,-2.33E-10,NaN,1,5,1,1/6/2017 0:00
523.3878174,82.37,15.86831055,96.9613786,2.192203796,0,-2.33E-10,NaN,2,5,1,1/6/2017 1:00
536.6072998,85.1,14.56780396,103.4048844,2.6247207,0,-2.33E-10,NaN,3,5,1,1/6/2017 2:00
63.80144501,90.785,13.37142334,110.0211034,2.900978515,0,-2.33E-10,NaN,4,5,1,1/6/2017 3:00
63.60218048,96.87,12.41723022,119.265947,2.986977711,0,-2.33E-10,NaN,5,5,1,1/6/2017 4:00
63.41623306,93.74,11.6428772,130.7226297,2.950909524,0,-2.33E-10,NaN,6,5,1,1/6/2017 5:00
63.229702,100,10.87294922,143.6199985,2.935447753,0.000345227,-2.33E-10,NaN,7,5,1,1/6/2017 6:00
63.06763458,100,10.18804321,155.1909178,2.899568508,0.001380907,3520.062289,NaN,8,5,1,1/6/2017 7:00
62.95371246,93.96,10.85280762,162.7419964,2.879720345,0.069563176,252180.8727,NaN,9,5,1,1/6/2017 8:00
63.10578918,79.975,12.97841797,163.8344011,3.455397588,0.171405048,710465.9054,NaN,10,5,1,1/6/2017 9:00
205.9670868,70.545,16.10411987,157.8139484,3.10424639,0.14257862,1153813.238,NaN,11,5,1,1/6/2017 10:00
1037.643188,58.515,19.90114746,178.0233841,3.292179149,0.08527099,1280941.641,NaN,12,5,1,1/6/2017 11:00
1675.112183,46.71,22.5642334,194.996577,3.632367892,0.008630667,1755337.728,NaN,13,5,1,1/6/2017 12:00
2075.654297,42.555,23.56801758,198.6508597,3.73606934,0.013118614,1740445.157,NaN,14,5,1,1/6/2017 13:00
2359.806641,41.14,24.0564209,202.0221101,3.794018832,0.020540988,1612143.399,NaN,15,5,1,1/6/2017 14:00
2537.731689,41.14,24.02663574,208.0200176,3.724816187,0.383546843,1170962.259,NaN,16,5,1,1/6/2017 15:00
2256.935059,49.87,23.43395386,219.7148455,3.243011612,1.145289517,537351.0472,NaN,17,5,1,1/6/2017 16:00
1675.878662,60.21,21.20760498,242.7670217,2.394536499,0.424801432,172618.4392,NaN,18,5,1,1/6/2017 17:00
1356.853638,66.095,19.34380493,262.5467833,2.906622558,0.07284283,722.0640593,NaN,19,5,1,1/6/2017 18:00
1226.334106,75.095,18.02456055,276.6010254,3.033916437,0.038492775,-2.33E-10,NaN,20,5,1,1/6/2017 19:00
1070.817505,80.035,17.1017395,287.3146749,3.009861965,0.047986509,-2.33E-10,NaN,21,5,1,1/6/2017 20:00
875.8522949,88,16.45641479,291.9275177,2.983340889,0.150691447,-2.33E-10,NaN,22,5,1,1/6/2017 21:00
256.3522644,88,16.04219971,293.1886457,2.910377195,0.14723918,-2.33E-10,NaN,23,5,1,1/6/2017 22:00
112.4771881,87.92,15.79494629,295.6114493,2.773628786,0.036766642,-2.33E-10,NaN,24,5,1,1/6/2017 23:00
170.2060242,87.92,15.61095581,299.509461,2.587028713,0.028826428,-2.33E-10,NaN,1,6,1,1/7/2017 0:00
93.68754578,90.83,15.4928833,304.0649726,2.359392468,0.015880427,-2.33E-10,NaN,2,6,1,1/7/2017 1:00
106.5109863,93.74,15.45403442,309.5085124,2.085073535,0.009493734,-2.33E-10,NaN,3,6,1,1/7/2017 2:00
229.3917694,93.74,15.35610352,322.2261746,1.657286703,0.134983633,-2.33E-10,NaN,4,6,1,1/7/2017 3:00
203.9436035,93.74,15.00063477,353.1627205,1.214047573,0.545630771,-2.33E-10,NaN,5,6,1,1/7/2017 4:00
95.58965302,93.74,14.2552124,39.0454572,1.195026091,0.693560404,-2.33E-10,NaN,6,6,1,1/7/2017 5:00
63.45815277,96.87,13.29293213,71.4455532,1.640935273,0.761742673,-2.33E-10,NaN,7,6,1,1/7/2017 6:00
63.30371857,100,12.17629395,88.1770256,2.12380276,0.801788968,2797.99823,NaN,8,6,1,1/7/2017 7:00
63.14407349,100,11.77550659,101.4790874,2.208357201,0.581361732,181463.7239,NaN,9,6,1,1/7/2017 8:00
63.10453796,100,12.81228027,113.4697039,3.083007644,0.178827421,462301.514,NaN,10,6,1,1/7/2017 9:00
365.746521,100,14.54906616,122.2558588,2.53757396,0.015017361,845807.7875,NaN,11,6,1,1/7/2017 10:00
1303.463745,100,17.96990356,145.0433388,2.723139201,0.027963361,1118838.26,NaN,12,6,1,1/7/2017 11:00
1615.404053,93.74,19.16698608,173.0547171,2.46295079,0.069908403,1043472.824,NaN,13,6,1,1/7/2017 12:00
1884.871948,93.765,19.68676147,200.0760886,2.392264865,0.207136009,1106563.171,NaN,14,6,1,1/7/2017 13:00
2062.344727,96.87,19.81533203,226.2621799,2.5095071,0.170714594,1092482.922,NaN,15,6,1,1/7/2017 14:00
1906.84375,96.87,19.64980469,247.4863776,2.710293395,0.193844782,1135942.152,NaN,16,6,1,1/7/2017 15:00
1870.33667,93.74,19.24855957,267.0109778,2.677442057,0.428426312,649135.5893,NaN,17,6,1,1/7/2017 16:00
1646.817505,93.74,17.81704102,288.1141194,1.902280404,0.095455178,208225.2231,NaN,18,6,1,1/7/2017 17:00
1637.841309,93.67,16.69814453,307.6141167,2.187316349,0.117377072,1037.967085,NaN,19,6,1,1/7/2017 18:00
1772.892578,93.65,16.10457764,321.089101,2.13090331,0.136364539,-2.33E-10,NaN,20,6,1,1/7/2017 19:00
1733.871216,96.825,15.67141113,331.8408527,1.898155953,0.002934427,-2.33E-10,NaN,21,6,1,1/7/2017 20:00
1612.93457,93.65,15.36849365,350.4412373,1.521545884,0,-2.33E-10,NaN,22,6,1,1/7/2017 21:00
1299.404541,93.65,14.90957031,26.7132078,1.299040566,0,-2.33E-10,NaN,23,6,1,1/7/2017 22:00
1096.914429,93.65,14.18218384,65.1946875,1.525025046,0,-2.33E-10,NaN,24,6,1,1/7/2017 23:00
980.7641602,93.65,13.17330322,86.5105302,1.993674105,0,-2.33E-10,NaN,1,7,1,1/8/2017 0:00
785.5554199,93.65,11.9890686,97.5376276,2.421610623,0,-2.33E-10,NaN,2,7,1,1/8/2017 1:00
754.6245117,93.625,10.83843384,103.4800878,2.715416045,0,-2.33E-10,NaN,3,7,1,1/8/2017 2:00
495.9276123,93.6,9.869165039,106.5285961,2.806746373,0,-2.33E-10,NaN,4,7,1,1/8/2017 3:00
299.7528381,90.58,9.133599854,108.8762881,2.785966731,0,-2.33E-10,NaN,5,7,1,1/8/2017 4:00
301.6777954,93.6,8.653283691,111.5988695,2.707411058,0,-2.33E-10,NaN,6,7,1,1/8/2017 5:00
308.1526794,93.65,8.427026367,114.0242698,2.579790881,0,-2.33E-10,NaN,7,7,1,1/8/2017 6:00
308.1235352,93.65,8.318994141,114.3468032,2.42792567,0,2391.837197,NaN,8,7,1,1/8/2017 7:00
309.1235352,93.65,9.053674316,114.0719821,2.092283992,0,163547.5094,NaN,9,7,1,1/8/2017 8:00
208.6172333,90.695,10.7260376,113.9079016,2.081523632,0,446280.7177,NaN,10,7,1,1/8/2017 9:00
722.5847778,82.25,13.58294067,105.1908392,1.152345609,0,812186.6797,NaN,11,7,1,1/8/2017 10:00
1920.762573,79.82,17.14122925,58.9654151,0.40371635,0,1222950.871,NaN,12,7,1,1/8/2017 11:00
2004.678955,72.56,18.09301147,323.4569337,0.760786763,0.000345227,1663319.69,NaN,13,7,1,1/8/2017 12:00
2123.161865,61.915,18.62600098,317.0605122,1.339976653,0,1838736.127,NaN,14,7,1,1/8/2017 13:00
2198.320801,49.505,18.89455566,316.7574479,1.854956753,0,1558033.724,NaN,15,7,1,1/8/2017 14:00
2089.273193,44.645,18.93999634,318.6437069,2.142018415,0,1269614.261,NaN,16,7,1,1/8/2017 15:00
1925.347046,50.88,18.6473938,322.8433027,2.18933507,0,721793.2853,NaN,17,7,1,1/8/2017 16:00
1736.422729,67.99,17.1199585,334.1718574,1.786786702,0,227359.9207,NaN,18,7,1,1/8/2017 17:00
1735.888306,74.59,15.83791504,346.5039845,2.226779348,0,1534.386126,NaN,19,7,1,1/8/2017 18:00
1699.834717,85.145,15.06374512,355.2819543,2.370624533,0,-2.33E-10,NaN,20,7,1,1/8/2017 19:00
1675.799194,93.74,14.48223267,359.6704415,2.415149824,0,-2.33E-10,NaN,21,7,1,1/8/2017 20:00
1582.761353,93.715,13.86647949,359.0553545,2.478658905,0,-2.33E-10,NaN,22,7,1,1/8/2017 21:00
1540.286499,93.65,13.16344604,357.841597,2.583003618,0,-2.33E-10,NaN,23,7,1,1/8/2017 22:00
1447.754395,93.65,12.4265686,358.3415007,2.723512257,0,-2.33E-10,NaN,24,7,1,1/8/2017 23:00
1421.237183,93.65,11.66994629,359.3593653,2.875833747,0,-2.33E-10,NaN,1,1,1,1/9/2017 0:00
1312.723511,96.825,10.97625122,359.7428195,2.977847534,0,-2.33E-10,NaN,2,1,1,1/9/2017 1:00
1300.713623,100,10.37935791,0.62794788,3.002329656,0,-2.33E-10,NaN,3,1,1,1/9/2017 2:00
1211.188477,100,9.804040527,2.25011209,2.970138875,0,-2.33E-10,NaN,4,1,1,1/9/2017 3:00
1156.202881,93.6,9.241082764,2.2781748,2.905285936,0,-2.33E-10,NaN,5,1,1,1/9/2017 4:00
1154.628174,96.8,8.772180176,0.83366742,2.789635549,0,-2.33E-10,NaN,6,1,1,1/9/2017 5:00
1095.581543,96.75,8.412011719,356.7130381,2.639465703,0,-2.33E-10,NaN,7,1,1,1/9/2017 6:00
1029.737427,93.5,8.072747803,350.8417877,2.518296076,0,3113.901256,NaN,8,1,1,1/9/2017 7:00
937.2182007,90.51,8.536431885,344.627937,2.138970663,0,236791.8825,NaN,9,1,1,1/9/2017 8:00
915.7792358,96.775,10.4895874,337.8975903,2.713723301,0,753248.2009,NaN,10,1,1,1/9/2017 9:00
1169.084473,100,13.51519165,329.6888841,2.639801274,0,1202642.82,NaN,11,1,1,1/9/2017 10:00
1415.173706,90.555,15.50716553,323.9240582,3.098083774,0,1683131.322,NaN,12,1,1,1/9/2017 11:00
1560.776733,76.9,16.39275513,319.4663395,3.144434133,0,1778895.068,NaN,13,1,1,1/9/2017 12:00
1724.774536,72.2,17.08916626,314.792557,3.272561212,0,1922630.945,NaN,14,1,1,1/9/2017 13:00
1743.742676,63.38,17.53450928,311.3434632,3.509305813,0,1739587.706,NaN,15,1,1,1/9/2017 14:00
1789.736572,63.6,17.63665161,309.9983005,3.643500109,0,1307071.334,NaN,16,1,1,1/9/2017 15:00
1711.217407,61.43,17.29421387,310.0304474,3.509097234,0,809614.3265,NaN,17,1,1,1/9/2017 16:00
1457.297119,61.205,15.34676514,309.9628024,2.352555431,0,254527.5809,NaN,18,1,1,1/9/2017 17:00
1452.281006,74.415,13.98363647,309.6927238,2.619861836,0,2166.192178,NaN,19,1,1,1/9/2017 18:00
1440.764404,76.82,13.29882202,308.8968491,2.681629444,0,-2.33E-10,NaN,20,1,1,1/9/2017 19:00
1421.254761,76.66,12.60311279,308.0831821,2.763711853,0,-2.33E-10,NaN,21,1,1,1/9/2017 20:00
1384.242676,79.265,11.83501587,308.0344177,2.85424781,0,-2.33E-10,NaN,22,1,1,1/9/2017 21:00
1313.227905,76.5,10.9894043,308.0630582,2.958202615,0,-2.33E-10,NaN,23,1,1,1/9/2017 22:00
1274.719116,81.87,10.17556152,308.223167,3.023994003,0,-2.33E-10,NaN,24,1,1,1/9/2017 23:00
1198.24707,87.71,9.419641113,309.1795877,3.044611442,0,-2.33E-10,NaN,1,2,1,1/10/2017 0:00
1115.324951,93.475,8.73671875,310.5445169,3.025719883,0,-2.33E-10,NaN,2,2,1,1/10/2017 1:00
994.6425171,100,8.095300293,310.432316,3.00393497,0,-2.33E-10,NaN,3,2,1,1/10/2017 2:00
797.4594727,100,7.407800293,309.0374904,3.025306895,0,-2.33E-10,NaN,4,2,1,1/10/2017 3:00
439.8919678,100,6.638970947,306.4804414,3.10129559,0,-2.33E-10,NaN,5,2,1,1/10/2017 4:00
62.19364929,100,5.85869751,303.874096,3.171415064,0,-2.33E-10,NaN,6,2,1,1/10/2017 5:00
62.03765869,100,5.133966064,302.1244365,3.182711523,0,-2.33E-10,NaN,7,2,1,1/10/2017 6:00
61.86762619,100,4.426782227,300.0722704,3.15801056,0,3881.094319,NaN,8,2,1,1/10/2017 7:00
61.71378326,100,5.077355957,297.9658944,3.021032064,0,299701.7136,NaN,9,2,1,1/10/2017 8:00
61.81731415,100,7.168847656,291.9206364,3.622238406,0,886559.2778,NaN,10,2,1,1/10/2017 9:00
146.3066864,84.895,10.20968018,280.0987064,2.830157432,0,1430002.74,NaN,11,2,1,1/10/2017 10:00
1368.884521,52.995,14.82244263,299.6629048,4.394906796,0,1829620.068,NaN,12,2,1,1/10/2017 11:00
1538.354492,37.675,16.22127686,305.5899984,4.511143752,0.00E+00,2035137.551,NaN,13,2,1,1/10/2017 12:00
1660.810547,32.605,16.85823975,304.2941872,4.450097873,0,2035724.228,NaN,14,2,1,1/10/2017 13:00
1725.759033,29.35,17.18990479,302.1777474,4.364895142,0,1825197.426,NaN,15,2,1,1/10/2017 14:00
1669.712769,29.35,17.19738159,301.0567773,4.41248058,0,1425444.711,NaN,16,2,1,1/10/2017 15:00
1479.643433,30.315,16.72728882,300.7451399,4.260184773,0,881775.6035,NaN,17,2,1,1/10/2017 16:00
1137.592163,32.315,14.05043945,298.2702259,2.873606475,0,293293.3951,NaN,18,2,1,1/10/2017 17:00
1117.052002,42.515,11.99801025,295.9259917,3.344757036,0,2888.256237,NaN,19,2,1,1/10/2017 18:00
