Na,Cl,Ca,Mg,S(6),pH,m_Ca+2,m_CaSO4,m_CaOH+,m_CaHSO4+,m_Cl-,m_Na+,m_NaSO4-,m_NaOH,m_SO4-2,m_Mg+2,m_MgSO4,m_MgOH+,m_HSO4-,la_H+
0.85406,0.93204,0.014939,0.38424,0.36019,-8.145242643,0.010128,0.0048109,2.39E-09,9.92E-09,0.93204,0.78431,0.069743,2.09E-18,0.11459,0.2132,0.17105,1.90E-06,3.08E-07,-6.7037
0.20436,0.4438,0.080998,0.10947,0.070744,-5.281881033,0.068036,0.012961,1.48E-09,3.34E-07,0.4438,0.19903,0.0053348,4.86E-20,0.027815,0.084837,0.024631,4.97E-08,1.64E-06,-5.6012
0.37698,1.2482,0.33638,0.22863,0.12939,-7.43307809,0.29617,0.040213,3.67E-08,1.54E-07,1.2482,0.36711,0.0098701,5.08E-19,0.03566,0.18498,0.04365,9.69E-07,1.54E-07,-6.4314
0.55319,1.3263,0.18738,0.42261,0.22342,-6.271961456,0.15528,0.032095,1.08E-08,2.15E-07,1.3263,0.53092,0.022272,4.09E-19,0.056237,0.3098,0.11281,9.59E-07,3.99E-07,-6.1849
0.46399,0.84127,0.17053,0.2012,0.18309,-6.796877043,0.13337,0.037162,1.99E-08,1.26E-07,0.84127,0.44227,0.021723,7.47E-19,0.060994,0.13799,0.063209,7.05E-07,3.09E-07,-6.4898
0.49156,0.98027,0.18851,0.21304,0.1572,-6.012980747,0.15533,0.033185,1.23E-08,2.08E-07,0.98027,0.4731,0.018457,4.23E-19,0.049546,0.15703,0.056009,4.51E-07,4.28E-07,-6.2225
0.20141,0.57009,0.034232,0.16661,0.0165,-7.361212648,0.033059,0.0011731,4.95E-09,4.32E-09,0.57009,0.20037,0.0010457,3.38E-19,0.0056324,0.15796,0.0086484,6.59E-07,4.39E-08,-6.4496
0.63158,0.84691,0.36076,0.0084568,0.26155,-9.694164129,0.25084,0.1099,1.58E-05,8.67E-10,0.84691,0.58486,0.046721,4.16E-16,0.10136,0.0048792,0.0035665,1.11E-05,1.11E-09,-9.1224
0.083042,0.12529,0.026622,0.01742,0.022918,-9.272064362,0.022083,0.0045379,7.91E-07,8.31E-11,0.12529,0.081498,0.0015445,2.95E-17,0.01293,0.013503,0.0039058,1.10E-05,9.75E-10,-8.7024
0.3288,0.7504,0.15196,0.2083,0.14946,-9.835966946,0.12263,0.02932,1.60E-06,1.16E-09,0.7504,0.31596,0.012834,4.68E-17,0.049176,0.15011,0.058126,6.37E-05,3.14E-09,-8.4233
0.12146,0.13367,0.022237,0.03203,0.048165,-7.063856837,0.016309,0.005928,7.86E-09,7.83E-09,0.13367,0.1172,0.0042657,5.86E-19,0.027048,0.021107,0.010924,2.36E-07,1.33E-07,-6.8549
0.269,0.2169,0.027353,0.052715,0.10612,-9.290470956,0.017971,0.0093821,3.50E-07,2.85E-10,0.2169,0.2529,0.0161,5.38E-17,0.057719,0.029783,0.022917,1.44E-05,4.99E-09,-8.5159
0.36638,1.1176,0.046395,0.33179,0.0025617,-6.256521673,0.046264,0.00013135,2.49E-09,1.21E-09,1.1176,0.36619,0.00019148,2.22E-19,0.00066748,0.33022,0.0015714,6.53E-07,8.31E-09,-6.0553
0.81831,0.66143,0.00017689,0.23703,0.31564,-8.331409977,0.00011127,6.56E-05,6.29E-11,5.93E-11,0.66143,0.7429,0.075418,4.76E-18,0.12406,0.12093,0.1161,2.26E-06,1.76E-07,-7.0647
0.12431,0.4983,0.043515,0.20182,0.05834,-5.958754953,0.038757,0.0047583,2.62E-09,3.90E-08,0.4983,0.12212,0.002193,9.28E-20,0.019289,0.16972,0.032099,3.17E-07,3.38E-07,-6.1012
1.1212,0.8428,0.22812,0.0095645,0.37689,-8.854429366,0.13785,0.090269,1.45E-06,4.17E-09,0.8428,0.9984,0.1228,1.18E-16,0.1588,0.004537,0.0050257,1.82E-06,9.48E-09,-8.3533
0.26407,0.44292,0.09284,0.090493,0.093905,-9.575006989,0.073528,0.019311,1.32E-06,6.00E-10,0.44292,0.25455,0.0095123,5.13E-17,0.039169,0.064548,0.025913,3.15E-05,2.73E-09,-8.5209
0.66738,0.46492,0.055205,0.1227,0.27913,-5.196103899,0.032815,0.02239,1.03E-09,3.79E-07,0.46492,0.6015,0.065881,2.13E-19,0.12708,0.058923,0.063773,5.58E-08,3.89E-06,-5.791
0.4341,1.5151,0.35765,0.26132,0.078481,-5.987702941,0.33428,0.023378,1.68E-08,2.12E-07,1.5151,0.42786,0.0062445,2.38E-19,0.019771,0.23223,0.029086,5.59E-07,1.76E-07,-6.0505
0.41017,0.63954,0.15898,0.081259,0.12555,-6.31538942,0.12502,0.033953,2.06E-08,1.10E-07,0.63954,0.39312,0.017049,7.33E-19,0.050114,0.056824,0.024435,2.82E-07,2.95E-07,-6.5103
0.50854,1.4437,0.21031,0.36278,0.10554,-7.46965815,0.19221,0.018104,1.62E-08,9.90E-08,1.4437,0.49892,0.0096237,4.67E-19,0.025951,0.31092,0.051862,1.20E-06,1.47E-07,-6.2718
0.32313,0.38514,0.080972,0.056454,0.10642,-6.768542915,0.059677,0.021295,1.78E-08,4.03E-08,0.38514,0.30797,0.015157,1.03E-18,0.05015,0.036635,0.019819,2.90E-07,2.23E-07,-6.7343
0.36187,0.98412,0.20628,0.18911,0.084265,-8.977383179,0.18522,0.021055,2.89E-07,6.75E-09,0.98412,0.35459,0.0072792,6.26E-18,0.025893,0.15907,0.030038,8.82E-06,1.17E-08,-7.5138
0.15184,0.18044,0.0659,0.0095038,0.061107,-6.378885318,0.048013,0.017887,1.46E-08,3.61E-08,0.18044,0.14584,0.0060079,4.73E-19,0.033883,0.0061752,0.0033286,4.48E-08,2.23E-07,-6.6827
0.63129,0.81222,0.073801,0.16382,0.14715,-9.539961147,0.058237,0.015564,4.99E-07,9.35E-10,0.81222,0.60392,0.027364,5.87E-17,0.054776,0.11434,0.049449,3.18E-05,5.33E-09,-8.2422
0.29508,0.91508,0.10808,0.23992,0.037998,-6.265094389,0.10274,0.0053453,7.32E-09,3.83E-08,0.91508,0.29243,0.002652,2.36E-19,0.011178,0.22109,0.018823,5.30E-07,1.22E-07,-6.1655
0.095565,0.19219,0.041873,0.035929,0.029492,-6.554651566,0.03569,0.0061827,8.84E-09,1.56E-08,0.19219,0.093844,0.001721,2.45E-19,0.01443,0.028771,0.0071583,1.68E-07,1.26E-07,-6.5816
0.45273,1.0568,0.1261,0.28661,0.11066,-9.753473584,0.11112,0.014977,7.04E-07,1.17E-09,1.0568,0.44174,0.010995,3.16E-17,0.031824,0.23369,0.052859,5.47E-05,3.33E-09,-8.1275
0.3839,0.54698,0.034294,0.21621,0.16896,-5.7215854,0.025314,0.0089795,1.61E-09,7.60E-08,0.54698,0.3638,0.020094,2.61E-19,0.062542,0.13887,0.077344,2.59E-07,1.01E-06,-6.091
0.2655,0.72194,0.10682,0.18195,0.060554,-6.963236308,0.096686,0.010135,1.27E-08,4.08E-08,0.72194,0.26105,0.0044451,3.88E-19,0.019939,0.15592,0.026034,6.28E-07,1.42E-07,-6.415
0.35242,0.44808,0.023449,0.092616,0.06824,-5.997715913,0.019228,0.0042214,1.86E-09,2.47E-08,0.44808,0.34211,0.010313,3.69E-19,0.030596,0.069507,0.023109,1.78E-07,4.25E-07,-6.2435
0.055449,0.62473,0.088907,0.22274,0.027008,-7.6391049,0.08508,0.0038273,1.24E-08,1.41E-08,0.62473,0.05506,0.00038904,9.11E-20,0.0080575,0.208,0.014734,9.00E-07,5.58E-08,-6.4532
0.067176,0.14481,0.021612,0.022812,0.005605,-7.727139204,0.020636,0.00097527,1.84E-08,7.18E-10,0.14481,0.066887,0.00028893,6.03E-19,0.0029194,0.02139,0.0014213,4.35E-07,8.95E-09,-7.097
0.34418,0.50997,0.083628,0.086173,0.086908,-7.376100406,0.067733,0.015896,1.98E-08,3.01E-08,0.50997,0.33278,0.011402,1.09E-18,0.036739,0.063301,0.022872,5.11E-07,1.49E-07,-6.738
0.072644,0.16993,0.0040161,0.076238,0.031609,-6.199849995,0.003405,0.00061111,4.71E-10,2.79E-09,0.16993,0.071327,0.0013172,1.03E-19,0.014112,0.06067,0.015569,1.96E-07,2.31E-07,-6.3203
0.05998,0.19472,0.02462,0.050636,0.0078856,-9.793631886,0.023563,0.0010553,1.10E-06,1.43E-11,0.19472,0.059705,0.00027476,2.92E-17,0.0035121,0.047541,0.0030435,5.18E-05,1.70E-10,-8.8484
0.41906,1.4432,0.33014,0.23629,0.054339,-7.542530173,0.31399,0.016151,3.20E-08,7.33E-08,1.4432,0.4147,0.0043583,4.69E-19,0.014126,0.21659,0.019703,1.00E-06,6.68E-08,-6.353
0.15099,0.1838,0.0047097,0.05328,0.041587,-9.569089554,0.0037214,0.00098819,1.23E-07,1.86E-11,0.1838,0.14689,0.0041005,5.13E-17,0.021808,0.03856,0.01469,3.00E-05,1.43E-09,-8.7065
0.49598,1.4636,0.14248,0.47508,0.13375,-9.547917236,0.12835,0.014125,2.42E-07,3.44E-09,1.4636,0.48494,0.011037,1.01E-17,0.030733,0.39719,0.077857,3.50E-05,7.53E-09,-7.622
0.50362,0.35613,0.047192,0.12444,0.24538,-7.776324044,0.027934,0.019258,1.37E-08,2.14E-08,0.35613,0.45624,0.047378,2.53E-18,0.11438,0.06008,0.064361,8.39E-07,2.58E-07,-6.972
0.98535,0.6897,0.22515,0.075549,0.44852,-6.953403096,0.1269,0.098247,4.58E-08,1.33E-07,0.6897,0.86169,0.12366,3.51E-18,0.18389,0.032826,0.042722,4.41E-07,3.33E-07,-6.8859
0.66914,1.3308,0.33625,0.20858,0.214,-5.879512663,0.27368,0.062569,1.85E-08,4.30E-07,1.3308,0.63953,0.029604,4.81E-19,0.061995,0.14874,0.059832,4.47E-07,4.54E-07,-6.1744
0.44109,1.5366,0.044517,0.5951,0.091842,-9.394808157,0.041721,0.0027953,4.04E-08,1.31E-09,1.5366,0.43498,0.006107,4.65E-18,0.019046,0.53118,0.063893,2.49E-05,8.66E-09,-7.3353
0.52178,0.61666,0.14943,0.09471,0.1967,-9.659023942,0.10516,0.044275,2.22E-06,1.10E-09,0.61666,0.48822,0.033563,1.17E-16,0.080817,0.056626,0.038046,3.70E-05,3.51E-09,-8.6246
0.55588,0.5244,0.033981,0.10148,0.1512,-9.41686576,0.024077,0.0099047,3.03E-07,4.28E-10,0.5244,0.52325,0.032629,7.43E-17,0.069055,0.061846,0.039611,2.22E-05,5.99E-09,-8.3821
0.7075,0.97098,0.18595,0.17845,0.23266,-7.256689886,0.13899,0.046953,2.59E-08,1.24E-07,0.97098,0.66599,0.04151,1.40E-18,0.079651,0.11391,0.064546,7.83E-07,2.83E-07,-6.5976
0.77129,0.54741,0.045568,0.10809,0.2656,-9.151606472,0.027964,0.017603,1.97E-07,1.31E-09,0.54741,0.69915,0.072137,5.59E-17,0.12166,0.053881,0.054201,1.18E-05,1.57E-08,-8.15
0.19955,0.59842,0.18903,0.034616,0.024207,-9.652310018,0.17883,0.010196,5.83E-06,1.71E-10,0.59842,0.19785,0.0017023,7.28E-17,0.0094923,0.03177,0.0028163,2.95E-05,3.22E-10,-8.7929
0.10156,0.35164,0.020956,0.13701,0.032931,-8.373417351,0.019067,0.0018886,1.44E-08,1.45E-09,0.35164,0.10029,0.0012765,8.37E-19,0.01214,0.11939,0.017626,2.29E-06,2.46E-08,-7.1181
0.47554,1.4243,0.35777,0.29606,0.17945,-9.45777099,0.30727,0.050496,7.80E-07,9.10E-09,1.4243,0.45986,0.015687,1.29E-17,0.046123,0.22889,0.067145,2.74E-05,8.28E-09,-7.752
0.39167,0.61802,0.031562,0.10647,0.024865,-6.517641757,0.029693,0.0018687,3.77E-09,8.10E-09,0.61802,0.38808,0.0035909,5.55E-19,0.0099829,0.097051,0.0094228,3.43E-07,9.16E-08,-6.3788
0.083239,0.34647,0.070691,0.08371,0.022787,-9.606365077,0.065836,0.0048539,1.20E-06,1.55E-10,0.34647,0.082464,0.00077469,1.66E-17,0.0088879,0.075405,0.0082707,3.49E-05,7.56E-10,-8.4996
0.45623,0.67038,0.091621,0.20255,0.1871,-5.068025328,0.068228,0.023392,1.10E-09,7.57E-07,0.67038,0.43174,0.024491,7.90E-20,0.06736,0.1307,0.071852,6.62E-08,3.71E-06,-5.5102
0.46022,0.65181,0.11313,0.17201,0.18934,-7.279743643,0.083095,0.030031,1.78E-08,7.32E-08,0.65181,0.43437,0.025851,1.06E-18,0.070421,0.10897,0.063038,7.31E-07,2.95E-07,-6.6334
0.42207,0.94066,0.28912,0.025666,0.055495,-7.078329603,0.26428,0.024846,7.27E-08,4.59E-08,0.94066,0.41523,0.0068409,1.29E-18,0.02038,0.022238,0.0034284,2.08E-07,5.69E-08,-6.7542
0.46575,0.78111,0.041823,0.34128,0.22542,-5.486534017,0.031475,0.010348,1.12E-09,1.48E-07,0.78111,0.44053,0.025219,1.78E-19,0.070508,0.22194,0.11934,2.66E-07,1.55E-06,-5.8654
0.14376,0.22983,0.011445,0.1003,0.068711,-9.888025337,0.0088051,0.0026396,3.54E-07,3.95E-11,0.22983,0.13888,0.0048802,6.05E-17,0.030643,0.069684,0.030548,6.82E-05,1.38E-09,-8.82
0.05495,0.17022,0.058172,0.018771,0.019309,-5.675670063,0.051786,0.0063858,2.68E-09,7.82E-08,0.17022,0.054271,0.00067936,2.93E-20,0.0094344,0.015963,0.0028085,1.92E-08,4.22E-07,-5.8892
0.080408,0.16627,0.039837,0.032801,0.029709,-5.970668523,0.033454,0.0063833,3.56E-09,3.80E-08,0.16627,0.078872,0.0015363,8.75E-20,0.014765,0.025777,0.0070239,6.38E-08,3.18E-07,-6.2037
0.83208,1.0716,0.21168,0.16291,0.2548,-6.395128823,0.15668,0.055002,2.20E-08,1.89E-07,1.0716,0.78,0.052077,1.23E-18,0.086793,0.10198,0.060931,5.59E-07,3.73E-07,-6.4819
0.60305,1.1417,0.36034,0.10466,0.19566,-9.983435202,0.28791,0.072422,7.82E-06,1.28E-09,1.1417,0.57509,0.027962,1.75E-16,0.063744,0.073046,0.03153,7.98E-05,1.35E-09,-8.7695
0.54597,1.2645,0.2581,0.28746,0.1863,-7.881141554,0.21612,0.041978,3.27E-08,1.31E-07,1.2645,0.52567,0.020307,8.88E-19,0.051338,0.21479,0.072675,1.39E-06,1.79E-07,-6.5206
0.099438,0.62958,0.16657,0.10236,0.0038667,-7.454548961,0.16533,0.0012456,3.07E-08,3.63E-09,0.62958,0.099322,0.00011569,2.09E-19,0.0013113,0.10117,0.0011941,5.47E-07,7.41E-09,-6.5539
0.49992,0.773,0.088066,0.16722,0.11875,-5.391613502,0.07245,0.015615,1.95E-09,3.02E-07,0.773,0.48261,0.017315,1.48E-19,0.042796,0.1242,0.043018,1.06E-07,1.39E-06,-5.7348
0.60138,0.75466,0.18164,0.027923,0.13293,-8.626024005,0.14131,0.040332,5.58E-07,5.31E-09,0.75466,0.57413,0.027249,2.57E-17,0.056571,0.019143,0.0087772,2.39E-06,1.26E-08,-7.901
0.63052,0.87309,0.16532,0.14403,0.18806,-8.809979476,0.12634,0.038976,2.21E-07,1.12E-08,0.87309,0.59789,0.032631,1.19E-17,0.06794,0.095512,0.048514,5.76E-06,2.89E-08,-7.5617
0.33654,0.31334,0.058178,0.055361,0.12514,-8.527012516,0.03943,0.018747,1.17E-07,3.61E-09,0.31334,0.3164,0.020148,1.05E-17,0.063157,0.032268,0.02309,2.49E-06,3.00E-08,-7.7242
0.1703,0.48966,0.034959,0.19983,0.075111,-5.889095521,0.030014,0.0049454,1.97E-09,4.18E-08,0.48966,0.16631,0.0039963,1.23E-19,0.025744,0.1594,0.040426,2.89E-07,4.67E-07,-6.0883
0.1629,0.67206,0.1379,0.13064,0.013951,-7.284927464,0.13441,0.0034899,2.05E-08,1.23E-08,0.67206,0.16224,0.0006627,2.80E-19,0.0046639,0.1255,0.0051339,5.67E-07,3.08E-08,-6.4727
0.71342,0.93546,0.26843,0.087976,0.24539,-8.431548741,0.19424,0.074195,2.20E-07,3.23E-08,0.93546,0.6665,0.046926,8.50E-18,0.089922,0.053628,0.034346,2.23E-06,5.29E-08,-7.3798
0.41864,1.1035,0.16736,0.29142,0.11635,-7.442469305,0.14763,0.019731,1.66E-08,8.57E-08,1.1035,0.40836,0.010279,5.17E-19,0.032547,0.23762,0.053796,1.02E-06,1.81E-07,-6.3802
0.16315,0.29635,0.041848,0.077271,0.052516,-7.216616975,0.034674,0.007174,1.01E-08,1.45E-08,0.29635,0.1591,0.0040446,5.08E-19,0.02322,0.059193,0.018078,4.29E-07,1.32E-07,-6.6935
0.66658,0.70461,0.32109,0.024883,0.32696,-6.288894823,0.20215,0.11894,5.71E-08,2.11E-07,0.70461,0.60304,0.06354,1.93E-18,0.13221,0.012607,0.012276,1.25E-07,3.39E-07,-6.7705
0.38962,1.3744,0.28984,0.33177,0.12922,-9.999163546,0.25928,0.030561,2.02E-06,1.82E-09,1.3744,0.38047,0.0091524,3.29E-17,0.03232,0.27449,0.057184,9.67E-05,2.01E-09,-8.2351
0.12342,0.17422,0.050158,0.021836,0.046593,-9.753795996,0.038716,0.011438,3.55E-06,7.77E-11,0.17422,0.11966,0.0037636,1.16E-16,0.024892,0.015304,0.0064995,3.30E-05,5.80E-10,-9.1512
0.48913,1.3762,0.36647,0.12531,0.048237,-7.123337363,0.34803,0.018444,4.29E-08,7.04E-08,1.3762,0.48401,0.005117,6.65E-19,0.014069,0.1147,0.010607,6.07E-07,5.96E-08,-6.4311
0.12682,1.5306,0.091335,0.62377,0.013236,-7.865469658,0.090544,0.00079057,5.29E-09,6.13E-09,1.5306,0.12659,0.0002342,8.14E-20,0.0025188,0.61407,0.0096922,1.78E-06,1.83E-08,-6.1152
0.38582,0.27738,0.028489,0.068548,0.15126,-8.73848801,0.017846,0.010643,8.01E-08,1.35E-09,0.27738,0.35722,0.0286,1.78E-17,0.079581,0.036112,0.032432,4.22E-06,2.49E-08,-7.9038
0.38853,0.34649,0.049971,0.098543,0.16953,-5.35229635,0.032457,0.017513,1.31E-09,2.43E-07,0.34649,0.36093,0.027605,1.63E-19,0.079896,0.054027,0.044516,5.89E-08,2.49E-06,-5.8715
0.49069,0.74378,0.19414,0.14024,0.20783,-6.136554291,0.14271,0.051431,1.88E-08,2.00E-07,0.74378,0.46202,0.028675,6.89E-19,0.075863,0.088375,0.05186,3.85E-07,4.64E-07,-6.4303
0.38371,0.94363,0.3424,0.052676,0.11512,-5.152167229,0.29109,0.051313,4.89E-09,1.53E-06,0.94363,0.37189,0.011821,7.07E-20,0.040059,0.040751,0.011925,2.43E-08,1.69E-06,-5.5461
0.51083,0.92402,0.2585,0.0051736,0.057075,-5.751583592,0.23374,0.024763,1.25E-08,2.37E-07,0.92402,0.50166,0.0091714,3.04E-19,0.022379,0.0044119,0.00076171,7.83E-09,3.34E-07,-6.0402
0.59283,1.2776,0.20119,0.29719,0.15601,-8.583466237,0.17277,0.028414,6.94E-08,3.34E-08,1.2776,0.57419,0.018639,2.58E-18,0.04299,0.23122,0.065971,3.90E-06,5.77E-08,-6.9435
0.30033,0.31177,0.0042197,0.1371,0.13561,-6.451975683,0.0028939,0.0013257,5.78E-10,3.80E-09,0.31177,0.28296,0.017375,6.28E-19,0.060947,0.081145,0.055958,4.22E-07,4.30E-07,-6.5515
0.70208,1.2216,0.4889,0.095375,0.32454,-5.759649263,0.35512,0.13378,3.06E-08,7.18E-07,1.2216,0.65214,0.049947,6.25E-19,0.10275,0.057304,0.038071,2.22E-07,5.82E-07,-6.2807
0.19843,1.3318,0.21625,0.37863,0.028184,-7.366943922,0.2111,0.00515,1.49E-08,3.43E-08,1.3318,0.19747,0.00096813,1.55E-19,0.0065454,0.36311,0.015521,1.12E-06,4.74E-08,-6.1892
0.22603,0.33786,0.065163,0.047457,0.056707,-8.659045152,0.053292,0.011872,2.02E-07,1.83E-09,0.33786,0.2198,0.0062317,9.18E-18,0.026794,0.035644,0.01181,3.41E-06,1.10E-08,-7.8164
1.0052,0.63346,0.032661,0.077872,0.29639,-6.849819712,0.019574,0.013087,6.26E-09,2.09E-08,0.63346,0.90188,0.10329,3.27E-18,0.13946,0.037324,0.040548,3.92E-07,3.54E-07,-6.8168
0.1708,0.44355,0.091556,0.11731,0.07249,-9.731616886,0.07714,0.014414,1.49E-06,4.19E-10,0.44355,0.1664,0.0044051,3.60E-17,0.027642,0.09123,0.026029,4.76E-05,1.81E-09,-8.55
0.98521,0.82632,0.18018,0.10147,0.3611,-7.694222403,0.11233,0.067852,4.54E-08,8.22E-08,0.82632,0.88615,0.099052,4.05E-18,0.14309,0.050367,0.051103,7.55E-07,2.32E-07,-6.9354
0.74165,0.88853,0.055745,0.1511,0.13341,-9.117540311,0.044919,0.010826,1.50E-07,1.65E-09,0.88853,0.71216,0.029491,2.70E-17,0.050538,0.10854,0.042554,1.20E-05,1.21E-08,-7.8377
0.80777,0.77947,0.097724,0.13821,0.25009,-5.46281409,0.066873,0.03085,2.95E-09,3.55E-07,0.77947,0.74752,0.06025,3.73E-19,0.0995,0.078726,0.059485,1.17E-07,1.74E-06,-5.9601
0.39134,0.1424,0.0018923,0.017949,0.14431,-6.92010355,0.0010272,0.00086511,6.89E-10,7.60E-10,0.1424,0.3543,0.037041,2.60E-18,0.096448,0.0079917,0.0099568,1.34E-07,2.35E-07,-7.0573
0.18539,0.58402,0.077853,0.15556,0.034098,-9.44889391,0.072729,0.005124,4.75E-07,4.28E-10,0.58402,0.18345,0.0019461,1.35E-17,0.011682,0.14019,0.015345,2.60E-05,1.99E-09,-8.0947
0.10013,0.15096,0.028873,0.028476,0.031932,-6.994856575,0.023396,0.0054763,9.84E-09,8.31E-09,0.15096,0.097858,0.0022713,4.26E-19,0.017074,0.021366,0.0071106,2.08E-07,9.75E-08,-6.7932
0.8629,0.74866,0.053034,0.16206,0.27221,-5.999256517,0.03508,0.017954,4.06E-09,7.86E-08,0.74866,0.79229,0.070618,1.04E-18,0.10979,0.088211,0.073846,3.44E-07,7.37E-07,-6.3794
0.19504,1.1741,0.26821,0.23071,0.0093709,-9.134564855,0.26556,0.0026477,3.84E-07,8.88E-10,1.1741,0.19467,0.00037156,3.16E-18,0.0024899,0.22683,0.0038618,1.29E-05,1.03E-09,-7.491
0.090657,0.18491,0.034505,0.044214,0.03159,-8.625103322,0.029121,0.0053835,1.16E-07,8.43E-10,0.18491,0.088927,0.0017297,3.74E-18,0.015209,0.034942,0.0092683,3.28E-06,8.30E-09,-7.7869
0.21609,0.28377,0.077506,0.058056,0.10172,-7.242640993,0.055706,0.0218,2.27E-08,3.11E-08,0.28377,0.20572,0.010367,9.26E-19,0.048158,0.036661,0.021394,3.80E-07,1.80E-07,-6.8509
0.72848,1.1564,0.24901,0.22877,0.26384,-7.235064636,0.18933,0.059679,2.87E-08,1.87E-07,1.1564,0.68619,0.042291,1.17E-18,0.081258,0.14815,0.080612,9.26E-07,2.97E-07,-6.5197
0.81056,0.7079,0.031464,0.24671,0.32951,-8.357033178,0.020009,0.011455,1.10E-08,1.05E-08,0.7079,0.73653,0.074035,4.61E-18,0.12451,0.1272,0.11951,2.39E-06,1.72E-07,-7.059
0.23623,1.5005,0.018336,0.72578,0.11198,-9.821661809,0.017069,0.0012671,3.61E-08,2.72E-10,1.5005,0.23258,0.0036482,5.41E-18,0.021337,0.63998,0.085732,6.67E-05,4.34E-09,-7.6737
0.41144,1.258,0.029212,0.5195,0.12542,-7.078041889,0.02627,0.0029425,1.75E-09,2.09E-08,1.258,0.40256,0.0088774,3.01E-19,0.029171,0.43507,0.08443,1.21E-06,2.38E-07,-6.1625
0.30779,0.6518,0.21834,0.08245,0.12878,-5.156204143,0.17406,0.044282,3.37E-09,1.21E-06,0.6518,0.29556,0.012228,6.49E-20,0.048487,0.058667,0.023783,3.50E-08,2.33E-06,-5.585
0.25967,1.0038,0.2149,0.21413,0.056953,-7.556354169,0.20057,0.014328,2.62E-08,5.47E-08,1.0038,0.25634,0.0033351,3.79E-19,0.016497,0.19134,0.022793,9.02E-07,8.74E-08,-6.4378
0.37088,0.54411,0.068009,0.16857,0.14996,-9.170392895,0.051095,0.016914,2.13E-07,2.19E-09,0.54411,0.35285,0.018034,1.67E-17,0.057473,0.11101,0.057542,1.35E-05,1.44E-08,-7.9071
0.05158,0.19623,0.053973,0.019132,0.0007832,-7.737253278,0.053716,0.00025774,4.73E-08,1.85E-10,0.19623,0.051555,2.52E-05,4.74E-19,0.00037008,0.019002,0.00013017,3.90E-07,9.66E-10,-7.1215
0.29004,0.61314,0.11746,0.10122,0.057134,-5.701693823,0.10424,0.013226,4.92E-09,1.52E-07,0.61314,0.28452,0.0055213,1.52E-19,0.021651,0.084483,0.016735,1.15E-07,4.92E-07,-5.9575
0.65401,0.89036,0.0081283,0.29,0.17995,-6.978933408,0.0063932,0.0017351,7.91E-10,7.09E-09,0.89036,0.62424,0.029762,8.75E-19,0.059073,0.20062,0.089382,8.45E-07,3.63E-07,-6.4092
0.61475,0.64235,0.14875,0.1027,0.23765,-7.303174049,0.10013,0.048621,3.13E-08,8.06E-08,0.64235,0.56847,0.046289,2.02E-18,0.097655,0.057616,0.045087,5.76E-07,2.68E-07,-6.8013
0.3311,0.4945,0.1258,0.059955,0.10406,-5.569306678,0.098099,0.027698,4.89E-09,3.06E-07,0.4945,0.31788,0.01322,1.79E-19,0.044939,0.041757,0.018198,5.80E-08,1.05E-06,-5.9725
0.27137,0.43355,0.059332,0.15663,0.13487,-7.05632177,0.044226,0.015106,9.57E-09,3.87E-08,0.43355,0.25854,0.012832,6.29E-19,0.053001,0.1027,0.053933,6.12E-07,2.93E-07,-6.6064
0.80638,0.86673,0.32981,0.023933,0.32357,-8.014316692,0.21591,0.1139,2.45E-07,4.91E-08,0.86673,0.73423,0.072145,9.40E-18,0.12626,0.01267,0.011262,5.39E-07,7.17E-08,-7.3838
0.60288,0.60826,0.16998,0.045338,0.21263,-7.067613687,0.11472,0.055259,4.51E-08,7.37E-08,0.60826,0.55867,0.044202,2.49E-18,0.093442,0.02561,0.019727,3.13E-07,2.15E-07,-6.8955
0.48693,0.68364,0.037196,0.21655,0.1554,-8.878993765,0.028782,0.0084138,4.53E-08,2.81E-09,0.68364,0.46478,0.022152,8.30E-18,0.055972,0.14769,0.068859,7.17E-06,3.28E-08,-7.4966
0.10398,0.14271,0.020051,0.036076,0.036761,-9.241125308,0.015761,0.0042899,3.35E-07,1.29E-10,0.14271,0.10126,0.0027219,2.23E-17,0.019691,0.026005,0.010058,1.28E-05,2.24E-09,-8.496
0.28351,1.3487,0.22857,0.40249,0.09849,-6.953661557,0.21063,0.017945,1.49E-08,1.19E-07,1.3487,0.27869,0.0048201,2.19E-19,0.023188,0.34996,0.052537,1.10E-06,1.62E-07,-6.191
0.30063,0.48257,0.035989,0.13076,0.075778,-5.985265448,0.029924,0.0060647,2.62E-09,3.87E-08,0.48257,0.29219,0.0084414,2.87E-19,0.030332,0.099818,0.030939,2.37E-07,4.32E-07,-6.2087
0.33986,1.6074,0.32383,0.35073,0.040796,-6.957982338,0.31381,0.010016,1.97E-08,7.17E-08,1.6074,0.33757,0.0022971,2.33E-19,0.0092816,0.33153,0.019201,1.05E-06,6.13E-08,-6.1487
0.36705,0.7733,0.091252,0.1652,0.053323,-7.071185726,0.083374,0.0078781,1.15E-08,2.99E-08,0.7733,0.36146,0.0055874,5.67E-19,0.018199,0.14354,0.021658,6.15E-07,1.20E-07,-6.4405
0.1922,0.10191,0.042639,0.0045831,0.092367,-8.143026287,0.025322,0.017317,1.16E-07,2.33E-09,0.10191,0.17896,0.013242,8.73E-18,0.059532,0.0023078,0.002275,2.51E-07,2.69E-08,-7.8563
