official_n,test_type,latitude,longitude,x,y,geologic_unit,geologic_ID,cohesion,friction_angle,Vs30_Mean,slope_angle,aspect,elevation,flowline_curvature,general_curvature,plan_curvature,profile_curvature,total_curvature
GWV_7563.1_B10,Direct Shear,34.143637,-118.728681,340620,3779432,Tsh,14,0,35,385.1,12.60214329,48.49262238,331.5601196,0.000697609,0.013751328,-0.013998065,0.009299318,0.000499509
GWV_7563.1_B10,Direct Shear,34.143637,-118.728681,340620,3779432,Tsh,14,52.8,29,385.1,12.60214329,48.49262238,331.5601196,0.000697609,0.013751328,-0.013998065,0.009299318,0.000499509
GWV_7563.1_B12,Direct Shear,34.14508,-118.73111,340399,3779596,Tsh,14,40.8,9,385.1,28.78495216,135.9452362,329.4278259,-0.0020735,-0.002973458,0.005329884,-0.002972286,0.00012244
GWV_7563.1_B2,Direct Shear,34.153772,-118.730252,340494,3780558,Tsh,14,9.6,58,385.1,3.022258043,30.83902931,317.5613403,4.66796E-05,0.004621375,-0.007214046,0.002680355,0.000568227
GWV_7563.1_B4,Direct Shear,34.148165,-118.735542,339996,3779945,Qal3,8,0,39,351.9,3.600631237,296.0751343,287.2640076,1.62837E-06,0.00140697,0.005546984,0.000352342,5.85701E-07
GWV_7563.1_B7,Direct Shear,34.144178,-118.735506,339992,3779503,Tv,16,36,11,518.9,12.64846802,12.94041729,314.5968933,-0.000190546,0.015148954,-0.00291229,0.007643421,9.67579E-05
GWV_WO5246_B4,Direct Shear,34.224673,-118.8454,330020,3788608,Tsh,14,38.4,34,385.1,3.636573076,293.8795166,367.4230347,7.88266E-06,0.01799226,0.091696486,0.00314921,5.16183E-05
GWV_WO5246_B7,Direct Shear,34.223758,-118.844512,330100,3788505,Tsh,14,11.04,29,385.1,4.045691967,5.117775917,374.5019226,-1.59202E-07,0.016351685,0.110162817,0.000381356,0.000060859
GWV_WO5246_B7,Direct Shear,34.223758,-118.844512,330100,3788505,Tsh,14,12,23,385.1,4.045691967,5.117775917,374.5019226,-1.59202E-07,0.016351685,0.110162817,0.000381356,0.000060859
GWV_WO5937_1,Direct Shear,34.162048,-118.598073,352695,3781278,Tsh,14,21.6,25,385.1,15.53372097,136.9174805,302.8905029,-0.000241214,0.003499404,0.024560383,-0.004540789,9.18759E-05
GWV_WO5937_1,Direct Shear,34.162048,-118.598073,352695,3781278,Tsh,14,28.8,20,385.1,15.53372097,136.9174805,302.8905029,-0.000241214,0.003499404,0.024560383,-0.004540789,9.18759E-05
GWV_WO5937_1,Direct Shear,34.162048,-118.598073,352695,3781278,Tsh,14,7.2,15,385.1,15.53372097,136.9174805,302.8905029,-0.000241214,0.003499404,0.024560383,-0.004540789,9.18759E-05
GWV_WO7647_B3,Direct Shear,34.212431,-118.847618,329791,3787254,Tsh,14,14.4,33,385.1,3.316328526,209.2063141,286.3392029,-6.76406E-08,-0.000118805,-5.54063E-05,-0.00005591,3.97947E-09
HEI_GT21207_1,Direct Shear,34.161565,-118.50982,360830,3781100,Qal3,8,9.12,30,351.9,2.301265001,35.03479385,247.1913452,7.21478E-08,0.003073909,0.023242494,0.000601468,1.23992E-06
HEI_GT21207_1,Direct Shear,34.161565,-118.50982,360830,3781100,Qal3,8,4.8,43,351.9,2.301265001,35.03479385,247.1913452,7.21478E-08,0.003073909,0.023242494,0.000601468,1.23992E-06
HEI_GT21207_1,Direct Shear,34.161565,-118.50982,360830,3781100,Qal3,8,4.8,47,351.9,2.301265001,35.03479385,247.1913452,7.21478E-08,0.003073909,0.023242494,0.000601468,1.23992E-06
HEI_GT80502_1,Direct Shear,34.066938,-118.497519,361810,3770590,Kss,5,12,32,502.5,11.12447071,104.1871262,208.8080444,0.00027895,-0.036968332,-0.056297224,-0.007003996,0.000281611
HEI_GT81213_A,Direct Shear,34.067708,-118.497617,361802,3770675,Kss,5,26.4,40,502.5,12.71258831,110.511528,231.3613281,-4.11777E-05,-0.053344712,-0.035714276,-0.017279824,0.00041276
HEI_GT81213_A,Direct Shear,34.067708,-118.497617,361802,3770675,Kss,5,9.6,36,502.5,12.71258831,110.511528,231.3613281,-4.11777E-05,-0.053344712,-0.035714276,-0.017279824,0.00041276
HEI_GT81213_A,Direct Shear,34.067708,-118.497617,361802,3770675,Kss,5,12,36,502.5,12.71258831,110.511528,231.3613281,-4.11777E-05,-0.053344712,-0.035714276,-0.017279824,0.00041276
HTI_5289-189_1,Direct Shear,34.11718,-118.599447,352491,3776304,Tss,15,22.656,45,468.4,4.211649418,58.69131851,394.246521,7.43682E-08,0.00012014,-0.013174724,0.00102193,2.00306E-06
HTI_5818-191_1,Direct Shear,34.11011,-118.602011,352242,3775523,Tss,15,15.312,37,468.4,17.41254044,85.74411774,426.7507324,-0.000177527,-0.029541027,0.011872219,-0.016066168,0.000362403
HTI_5818-191_1,Direct Shear,34.11011,-118.602011,352242,3775523,Tss,15,13.584,27,468.4,17.41254044,85.74411774,426.7507324,-0.000177527,-0.029541027,0.011872219,-0.016066168,0.000362403
HTI_5818-191_1,Direct Shear,34.11011,-118.602011,352242,3775523,Tss,15,20.736,37,468.4,17.41254044,85.74411774,426.7507324,-0.000177527,-0.029541027,0.011872219,-0.016066168,0.000362403
HU&AI_HA-2103-2_B1,Direct Shear,34.223867,-118.648831,348127,3788208,Qal3,8,14.4,36,351.9,5.362407684,69.39220428,295.2262878,2.69594E-06,-0.002876012,-0.0089295,-0.000591989,1.24958E-06
HU&AI_HA-2103-2_B2,Direct Shear,34.223519,-118.648798,348129,3788169,Qal3,8,28.8,18,351.9,6.254303455,16.02205467,296.4830322,-2.22491E-05,-0.002552302,-0.005262132,-0.000687039,7.68476E-06
HU&AI_HA-2103-2_B2,Direct Shear,34.223519,-118.648798,348129,3788169,Qal3,8,24,22,351.9,6.254303455,16.02205467,296.4830322,-2.22491E-05,-0.002552302,-0.005262132,-0.000687039,7.68476E-06
HU&AI_HA-2103-2_B3,Direct Shear,34.223345,-118.648827,348126,3788150,Kss,5,2.4,34,502.5,8.077223778,6.753456116,298.9527283,-1.06064E-06,-0.006437487,-0.003754569,-0.002606766,7.50358E-06
INTC_F-2437_B1,Direct Shear,34.219285,-118.632218,349649,3787675,Tss,15,8.88,31,468.4,0.957909107,85.407547,276.7854309,4.978E-07,0.008684768,-0.004005216,0.004407504,2.57881E-05
INTC_F-2437_B1,Direct Shear,34.219285,-118.632218,349649,3787675,Tss,15,5.28,34,468.4,0.957909107,85.407547,276.7854309,4.978E-07,0.008684768,-0.004005216,0.004407504,2.57881E-05
INTC_F-2437_B1,Direct Shear,34.219285,-118.632218,349649,3787675,Tss,15,5.28,26,468.4,0.957909107,85.407547,276.7854309,4.978E-07,0.008684768,-0.004005216,0.004407504,2.57881E-05
INTC_F-2437_B2,Direct Shear,34.219287,-118.631776,349690,3787674,Tss,15,4.8,25,468.4,8.929955482,70.57568359,273.8731689,-6.44113E-05,0.004679443,-0.004502186,0.002937689,0.000023397
INTC_F-2437_B2,Direct Shear,34.219287,-118.631776,349690,3787674,Tss,15,4.8,38,468.4,8.929955482,70.57568359,273.8731689,-6.44113E-05,0.004679443,-0.004502186,0.002937689,0.000023397
INTC_F-2437_B2,Direct Shear,34.219287,-118.631776,349690,3787674,Tss,15,7.2,25,468.4,8.929955482,70.57568359,273.8731689,-6.44113E-05,0.004679443,-0.004502186,0.002937689,0.000023397
INTC_F-2437_B2,Direct Shear,34.219287,-118.631776,349690,3787674,Tss,15,4.8,40,468.4,8.929955482,70.57568359,273.8731689,-6.44113E-05,0.004679443,-0.004502186,0.002937689,0.000023397
INTC_F-2437_B3,Direct Shear,34.219316,-118.631302,349734,3787677,Tss,15,6.48,32,468.4,6.527861118,100.1697845,267.1382446,-7.82222E-06,-0.012434463,-0.01791385,-0.004086851,2.22827E-05
INTC_F-2437_B4,Direct Shear,34.219266,-118.630922,349768,3787671,Tss,15,4.32,40,468.4,5.185267925,103.7129745,263.5951843,-2.93779E-06,-0.000737524,-0.003125031,-8.41309E-05,3.422E-07
INTC_F-2437_B4,Direct Shear,34.219266,-118.630922,349768,3787671,Tss,15,10.56,22,468.4,5.185267925,103.7129745,263.5951843,-2.93779E-06,-0.000737524,-0.003125031,-8.41309E-05,3.422E-07
INTC_F-2437_B4,Direct Shear,34.219266,-118.630922,349768,3787671,Tss,15,10.08,22,468.4,5.185267925,103.7129745,263.5951843,-2.93779E-06,-0.000737524,-0.003125031,-8.41309E-05,3.422E-07
INTC_F-2437_B5,Direct Shear,34.21932,-118.630512,349806,3787676,Tss,15,6.48,27,468.4,6.004449368,105.4774933,260.2326355,-2.18019E-06,0.007004814,0.007103004,0.002710193,8.22749E-06
INTC_F-2437_B5,Direct Shear,34.21932,-118.630512,349806,3787676,Tss,15,1.68,31,468.4,6.004449368,105.4774933,260.2326355,-2.18019E-06,0.007004814,0.007103004,0.002710193,8.22749E-06
JDM_9603_1,Direct Shear,34.155561,-118.599904,352515,3780561,Tsh,14,27.6,13,385.1,15.91617775,255.5430908,336.7941589,-0.000661121,0.063037321,-0.010141485,0.030602904,0.001324652
JWH&A_JH1328_B2,Direct Shear,34.039163,-118.677212,345176,3767767,Qoa,10,67.2,39,386.6,2.376565218,134.0007172,78.37389374,4.15917E-06,0.004409796,0.018579133,0.001430117,1.43115E-05
JWH&A_JH1328_B3,Direct Shear,34.039261,-118.677415,345157,3767778,Qoa,10,28.8,37,386.6,1.171937943,178.7575073,78.85975647,-2.50146E-07,0.004749191,-0.038138602,0.003152818,0.000011276
JWH&A_JH1328_B3,Direct Shear,34.039261,-118.677415,345157,3767778,Qoa,10,57.6,38,386.6,1.171937943,178.7575073,78.85975647,-2.50146E-07,0.004749191,-0.038138602,0.003152818,0.000011276
JWH&A_JH1328_B4,Direct Shear,34.039462,-118.677013,345195,3767800,Qoa,10,33.6,33,386.6,3.260454893,169.351181,78.53157806,2.7122E-06,-0.020670375,-0.085782953,-0.00542196,5.49627E-05
JWH&A_JH1328_TP1,Direct Shear,34.039701,-118.676803,345215,3767826,Qoa,10,20.16,28,386.6,11.0500164,216.9548645,80.85764313,-0.000256808,-0.003861992,0.035656746,-0.008408695,0.000218285
JWH&A_JH1328_TP5,Direct Shear,34.039717,-118.676721,345222,3767828,Qoa,10,19.2,30,386.6,7.898336411,174.1186676,81.62818146,-3.65473E-05,0.036159892,0.14742215,-0.002305331,0.000431129
K-B-RI_591-V_B1,Direct Shear,34.031527,-118.719542,341254,3766985,Tv,16,19.2,25,518.9,15.27397442,187.6778564,5.535203457,-0.000606693,-0.062814936,-0.001306917,-0.027875049,0.00109664
K-B-RI_591-V_B1,Direct Shear,34.031527,-118.719542,341254,3766985,Tv,16,2.4,29,518.9,15.27397442,187.6778564,5.535203457,-0.000606693,-0.062814936,-0.001306917,-0.027875049,0.00109664
K-B-RI_M077-G_TP11,Direct Shear,34.066662,-118.748422,338654,3770927,Tv,16,27.6,35,518.9,14.50395012,58.8012619,461.8246765,-0.000151837,0.028026598,0.06664487,-0.002928323,0.000317943
K-B-RI_M077-G_TP14,Direct Shear,34.066717,-118.74745,338744,3770931,Tv,16,93.6,31,518.9,15.48105431,135.6848297,442.6152344,-0.000266489,0.02216845,0.002449898,0.009313683,0.000132875
K-B-RI_M126-G_TP1,Direct Shear,34.076845,-118.693419,343749,3771970,Tv,16,10.8,31,518.9,12.51794529,349.4682922,189.5525208,9.29997E-05,-0.018788854,0.020614201,-0.01299839,0.000223262
K-B-RI_M126-G_TP3,Direct Shear,34.076837,-118.692996,343788,3771969,Tv,16,6,30,518.9,5.80288887,347.2834473,191.0048065,-1.93574E-06,-0.001450354,-0.009063203,0.000192895,9.56996E-07
K-B-RI_M126-G_TP4,Direct Shear,34.076287,-118.693215,343767,3771908,Tv,16,19.2,33,518.9,7.081153393,344.7024841,204.6708679,2.65686E-05,0.018189156,0.120006301,-0.005680911,0.000261952
K-B-RI_M205-G_TP2,Direct Shear,34.066746,-118.672614,345650,3770819,Tss,15,4.8,22,468.4,30.79179764,39.94605637,618.1091919,0.005635578,0.019195659,0.016853588,-0.000282507,0.000604731
K-B-RI_M205-G_TP3,Direct Shear,34.066746,-118.672527,345658,3770819,Tss,15,74.4,25,468.4,23.65222931,35.8783226,614.9030762,0.002850829,-0.015576784,0.002577865,-0.006853661,0.000522543
K-B-RI_M205-G_TP6,Direct Shear,34.066747,-118.672453,345665,3770819,Tss,15,31.2,30,468.4,15.5770216,7.090684891,613.2000122,0.000811545,-0.078591414,-0.099502087,-0.010329956,0.001121092
K-B-RI_M299-G_B1,Direct Shear,34.03162,-118.716712,341515,3766991,Tv,16,12,31,518.9,18.4140892,172.7811584,4.096560478,0.000277015,-0.075086407,-0.015141979,-0.027760794,0.001094286
K-B-RI_M299-G_B1,Direct Shear,34.03162,-118.716712,341515,3766991,Tv,16,0,45,518.9,18.4140892,172.7811584,4.096560478,0.000277015,-0.075086407,-0.015141979,-0.027760794,0.001094286
K-B-RI_M446-G_1,Direct Shear,34.096491,-118.616122,350916,3774034,Qal3,8,13.2,32,351.9,6.41147089,21.62842178,261.2624512,-2.42771E-05,-0.014378057,-0.064602017,6.90341E-05,6.00963E-05
K-B-RI_M446-G_1,Direct Shear,34.096491,-118.616122,350916,3774034,Qal3,8,22.56,32,351.9,6.41147089,21.62842178,261.2624512,-2.42771E-05,-0.014378057,-0.064602017,6.90341E-05,6.00963E-05
K-B-RI_M570-G_TP3,Direct Shear,34.111709,-118.632065,349472,3775745,Tss,15,25.2,36,468.4,13.86924744,336.6481628,342.9886475,-0.00013879,0.015618166,-0.005958723,0.008492063,9.86553E-05
KAGC_94-251_B1,Direct Shear,34.040967,-118.63655,348933,3767906,Qoa,10,4.8,38,386.6,12.58856201,285.7478333,44.06702423,0.000120708,0.04025507,0.011667778,0.016288392,0.000325524
KAGC_94-251_B1,Direct Shear,34.040967,-118.63655,348933,3767906,Qoa,10,9.6,39,386.6,12.58856201,285.7478333,44.06702423,0.000120708,0.04025507,0.011667778,0.016288392,0.000325524
KB&A_10990-H_T1,Direct Shear,34.188505,-118.64949,348003,3784287,Qal2,7,30,21,293.5,1.104143858,118.7569656,263.0464783,-7.90942E-08,-0.001919566,-0.009592339,-0.000774475,7.25336E-07
KB&A_11911-G_A,Direct Shear,34.066828,-118.498371,361731,3770579,Kss,5,64.8,29,502.5,9.086374283,114.2415848,214.5445251,-2.11379E-05,0.02313591,0.02261173,0.007656052,7.76724E-05
KB&A_11911-G_A,Direct Shear,34.066828,-118.498371,361731,3770579,Kss,5,57.6,35,502.5,9.086374283,114.2415848,214.5445251,-2.11379E-05,0.02313591,0.02261173,0.007656052,7.76724E-05
KB&A_11911-G_A,Direct Shear,34.066828,-118.498371,361731,3770579,Kss,5,12,23,502.5,9.086374283,114.2415848,214.5445251,-2.11379E-05,0.02313591,0.02261173,0.007656052,7.76724E-05
KB&A_12342-G_1,Direct Shear,34.067448,-118.498264,361742,3770647,Kss,5,60,35,502.5,16.80910492,163.1706238,241.9449768,0.000543307,0.058694601,0.04998669,0.012497534,0.000501884
KB&A_12342-G_1,Direct Shear,34.067448,-118.498264,361742,3770647,Kss,5,9.6,24,502.5,16.80910492,163.1706238,241.9449768,0.000543307,0.058694601,0.04998669,0.012497534,0.000501884
KB&A_13050-G_23,Direct Shear,34.067518,-118.498123,361755,3770655,Kss,5,26.4,31,502.5,22.25511551,137.2968903,240.2705536,0.001347779,0.053028677,0.036762577,0.009093322,0.000487446
KB&A_13050-G_23,Direct Shear,34.067518,-118.498123,361755,3770655,Kss,5,45.6,35,502.5,22.25511551,137.2968903,240.2705536,0.001347779,0.053028677,0.036762577,0.009093322,0.000487446
KB&A_2157-00_B2,Direct Shear,34.046981,-118.7404,339357,3768731,Tss,15,19.2,41,468.4,28.24759674,271.2184753,236.2931671,-0.000113187,0.019591119,0.004073303,0.005200146,0.000062965
KB&A_2157-00_B3,Direct Shear,34.046962,-118.740151,339380,3768729,Tss,15,24,37,468.4,24.01987648,275.5184326,249.7282867,-0.00051236,0.004808259,0.006562569,-0.000396608,2.21354E-05
KB&A_2157-00_B4,Direct Shear,34.047005,-118.739878,339405,3768733,Tss,15,4.8,42,468.4,26.58270454,275.8599548,258.2675476,3.03362E-06,8.00932E-05,0.011762503,-0.004180934,6.88154E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,24,31,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,2.4,28,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,36,23,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,23.52,23,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,36,32,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,74.88,19,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,50.4,25,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,26.4,34,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B1,Direct Shear,34.150803,-118.644554,348390,3780099,Tss,15,14.4,35,468.4,6.895687103,76.03948212,307.2542419,3.93702E-05,-0.006631713,-0.021953791,-0.000646596,2.19779E-05
KB&A_7123-G_B11,Direct Shear,34.150418,-118.643992,348441,3780055,Tss,15,39.12,20,468.4,8.202577591,93.97476959,304.0813904,1.52496E-05,0.01038608,0.01729673,0.002617737,1.45824E-05
KB&A_7123-G_B11,Direct Shear,34.150418,-118.643992,348441,3780055,Tss,15,17.76,18,468.4,8.202577591,93.97476959,304.0813904,1.52496E-05,0.01038608,0.01729673,0.002617737,1.45824E-05
KB&A_7123-G_B2,Direct Shear,34.150032,-118.643662,348471,3780012,Qal3,8,4.8,44,351.9,4.607914925,118.7499695,298.4288635,-2.06838E-06,-0.002727839,0.00505399,-0.001754137,3.50605E-06
KB&A_7123-G_B2,Direct Shear,34.150032,-118.643662,348471,3780012,Qal3,8,41.52,42,351.9,4.607914925,118.7499695,298.4288635,-2.06838E-06,-0.002727839,0.00505399,-0.001754137,3.50605E-06
KB&A_7123-G_B2,Direct Shear,34.150032,-118.643662,348471,3780012,Qal3,8,26.4,17,351.9,4.607914925,118.7499695,298.4288635,-2.06838E-06,-0.002727839,0.00505399,-0.001754137,3.50605E-06
KB&A_7123-G_B3,Direct Shear,34.149486,-118.644404,348402,3779952,Qal3,8,55.2,21,351.9,4.004424095,123.2800369,300.9863586,3.63656E-07,0.002677114,0.015271096,0.000267544,1.22651E-06
KB&A_7123-G_B3,Direct Shear,34.149486,-118.644404,348402,3779952,Qal3,8,66,17,351.9,4.004424095,123.2800369,300.9863586,3.63656E-07,0.002677114,0.015271096,0.000267544,1.22651E-06
KB&A_7123-G_B4,Direct Shear,34.148938,-118.645379,348311,3779893,Qal3,8,10.8,45,351.9,1.899691105,184.5860138,306.5563965,-1.98824E-06,0.028068647,0.187631175,0.007798098,0.000106274
KB&A_7123-G_B5,Direct Shear,34.14835,-118.646586,348198,3779830,Tsh,14,11.76,34,385.1,16.20503807,132.9444275,308.0725708,-0.000348772,-0.025173947,-0.019658823,-0.006086512,0.000113993
KB&A_7123-G_B6,Direct Shear,34.14893,-118.646777,348182,3779894,Tsh,14,30,40,385.1,9.877181053,61.02194595,314.6560059,-2.48612E-05,0.001368926,0.017265579,-0.002220058,1.57731E-05
KB&A_7123-G_B6,Direct Shear,34.14893,-118.646777,348182,3779894,Tsh,14,24.96,33,385.1,9.877181053,61.02194595,314.6560059,-2.48612E-05,0.001368926,0.017265579,-0.002220058,1.57731E-05
KB&A_7123-G_B7,Direct Shear,34.149433,-118.647061,348157,3779950,Qal3,8,74.4,28,351.9,3.727536201,21.60544968,311.1078491,-0.000010527,-0.007358559,0.006271344,-0.004061967,2.91799E-05
KB&A_7123-G_B8,Direct Shear,34.149903,-118.646132,348243,3780001,Qal3,8,26.4,38,351.9,4.893874168,166.1370087,309.1121826,7.91889E-06,-0.004022012,0.000991083,-0.002073026,6.73334E-06
KB&A_7123-G_B9,Direct Shear,34.150373,-118.645297,348321,3780052,Tss,15,12,42,468.4,6.31769228,137.5320587,311.5446777,-1.64365E-06,0.000309026,0.011957982,-0.001148222,3.15619E-06
KB&A_7123-G_B9,Direct Shear,34.150373,-118.645297,348321,3780052,Tss,15,45.6,21,468.4,6.31769228,137.5320587,311.5446777,-1.64365E-06,0.000309026,0.011957982,-0.001148222,3.15619E-06
KB&A_7123-G_B9,Direct Shear,34.150373,-118.645297,348321,3780052,Tss,15,21.6,34,468.4,6.31769228,137.5320587,311.5446777,-1.64365E-06,0.000309026,0.011957982,-0.001148222,3.15619E-06
KB&A_7123-G_B9,Direct Shear,34.150373,-118.645297,348321,3780052,Tss,15,11.76,34,468.4,6.31769228,137.5320587,311.5446777,-1.64365E-06,0.000309026,0.011957982,-0.001148222,3.15619E-06
KB&A_GSC-514_TR1,Direct Shear,34.239002,-118.662169,346926,3789906,Kss,5,3.84,33,502.5,18.85143089,169.2422638,477.4749451,-0.000119806,-0.033743914,-0.045598652,-0.001104553,0.000246196
KB&A_GSC-514_TR1,Direct Shear,34.239002,-118.662169,346926,3789906,Kss,5,271.2,41,502.5,18.85143089,169.2422638,477.4749451,-0.000119806,-0.033743914,-0.045598652,-0.001104553,0.000246196
KB&A_GSC-514_TR1,Direct Shear,34.239002,-118.662169,346926,3789906,Kss,5,42.96,22,502.5,18.85143089,169.2422638,477.4749451,-0.000119806,-0.033743914,-0.045598652,-0.001104553,0.000246196
KB&A_GSC-514_TR1,Direct Shear,34.239002,-118.662169,346926,3789906,Kss,5,30,36,502.5,18.85143089,169.2422638,477.4749451,-0.000119806,-0.033743914,-0.045598652,-0.001104553,0.000246196
KB&A_KB-13594-G_T,Direct Shear,34.205155,-118.700171,343363,3786210,Kss,5,69.6,37,502.5,6.819272041,99.18443298,444.3279724,-0.000353625,0.182922766,0.463227391,0.035306774,0.005592367
KB&A_KB-4629-5_1,Direct Shear,34.198415,-118.501164,361688,3785175,Qal2,7,22.8,27,293.5,1.260281205,249.581604,228.4357605,2.83643E-07,0.001770059,0.048298128,-0.000177381,1.84744E-06
KB&A_KB11483-G_2,Direct Shear,34.066948,-118.497579,361805,3770591,Kss,5,54,36,502.5,11.12447071,104.1871262,208.8080444,0.00027895,-0.036968332,-0.056297224,-0.007003996,0.000281611
KB&A_KB11786-S_B1,Direct Shear,34.203561,-118.631262,349709,3785930,Qal2,7,39.84,20,293.5,1.144410968,88.25605011,253.0172424,-4.6998E-11,6.34071E-06,1.69489E-05,2.83008E-06,8.161E-12
KB&A_KB11786-S_B2,Direct Shear,34.203562,-118.630962,349737,3785929,Qal2,7,21.6,19,293.5,1.149517179,88.20453644,252.4442444,-8.78839E-09,1.66861E-05,1.20053E-06,8.31393E-06,1.0221E-09
KB&A_KB11786-S_B3,Direct Shear,34.203313,-118.630998,349733,3785902,Qal3,8,9.6,32,351.9,1.064257622,82.57007599,252.6474609,3.55647E-08,-0.001641242,-0.027963862,-0.000300982,3.81788E-07
KB&A_KB11786-S_B3,Direct Shear,34.203313,-118.630998,349733,3785902,Qal3,8,16.8,30,351.9,1.064257622,82.57007599,252.6474609,3.55647E-08,-0.001641242,-0.027963862,-0.000300982,3.81788E-07
KB&A_KB11883-H_TP1,Direct Shear,34.169937,-118.640533,348795,3782215,Tsh,14,52.8,12,385.1,2.276895761,343.6152649,271.8334351,-2.40973E-08,0.000609375,-0.000129038,0.000309085,9.64784E-08
KB&A_KB1190_1,Direct Shear,34.152703,-118.601135,352397,3780246,Tsh,14,17.76,30,385.1,9.208600998,353.633667,334.8587036,7.96053E-06,-0.004808259,-0.002062827,-0.001990712,0.000004579
KB&A_KB12697-G_5,Direct Shear,34.072728,-118.500485,361546,3771236,Kss,5,54,35,502.5,3.570978403,108.8891907,234.5556488,-6.79897E-06,0.051855981,0.097893886,0.019703593,0.000436203
KB&A_KB13027-G_D,Direct Shear,34.066828,-118.498256,361742,3770579,Kss,5,12,25,502.5,16.92352486,132.6945801,211.3078918,-0.000710251,0.008296983,-0.003651401,0.004605371,0.000146605
KB&A_KB13027-G_D,Direct Shear,34.066828,-118.498256,361742,3770579,Kss,5,57.6,33,502.5,16.92352486,132.6945801,211.3078918,-0.000710251,0.008296983,-0.003651401,0.004605371,0.000146605
KB&A_KB13082-S_B3,Direct Shear,34.163609,-118.632773,349499,3781501,Qal2,7,36,14,293.5,0.471111685,324.6290588,277.2014771,1.31036E-08,-0.001637238,-0.049131669,-0.000414585,4.10246E-07
KB&A_KB13082-S_B5,Direct Shear,34.163455,-118.632929,349484,3781484,Qal2,7,24,15,293.5,0.729723454,319.2827148,277.2581482,1.26395E-09,-0.001446349,-0.036232956,-0.00026162,2.81573E-07
KB&A_KB13082-S_B6,Direct Shear,34.163413,-118.63264,349511,3781479,Qal2,7,31.2,21,293.5,0.6010831,335.6490784,277.4866028,-3.39945E-09,-0.000298347,-0.00932506,-5.13334E-05,1.41148E-08
KB&A_KB13897-G_1,Direct Shear,34.136926,-118.501443,361562,3778356,crystalline,3,42.48,37.5,710.1,10.81351757,317.8634949,402.7706909,0.000677784,0.071009926,0.115138695,0.012805788,0.001356545
KB&A_KB1738_B1,Direct Shear,34.030611,-118.703129,342767,3766858,Tsh,14,12,9,385.1,13.27401161,174.280014,4.813773155,9.47911E-05,0.011108524,0.010044926,0.002936068,2.15588E-05
KB&A_KB1738_B2,Direct Shear,34.030527,-118.703196,342761,3766849,Qal3,8,4.8,32,351.9,10.30059338,155.4063568,2.860181808,4.84666E-06,-0.03395896,-0.031849634,-0.01065866,0.000158789
KB&A_KB1738_B2,Direct Shear,34.030527,-118.703196,342761,3766849,Qal3,8,23.04,10,351.9,10.30059338,155.4063568,2.860181808,4.84666E-06,-0.03395896,-0.031849634,-0.01065866,0.000158789
KB&A_KB1738_B2,Direct Shear,34.030527,-118.703196,342761,3766849,Qal3,8,47.04,41,351.9,10.30059338,155.4063568,2.860181808,4.84666E-06,-0.03395896,-0.031849634,-0.01065866,0.000158789
KB&A_KB1738_TP2,Direct Shear,34.03044,-118.703104,342769,3766839,Qal3,8,24.96,11,351.9,5.300036907,163.0492249,1.540201068,1.21937E-06,-0.000241282,0.011878054,-0.001206929,2.74895E-06
KB&A_KB1830_TP1,Direct Shear,34.060234,-118.743219,339122,3770206,Tss,15,45.6,16,468.4,13.32167053,27.42946053,444.4167786,0.000438463,0.091514438,0.039931167,0.033449631,0.001529539
KB&A_KB1830_TP4,Direct Shear,34.060207,-118.742796,339161,3770202,Tss,15,21.6,40,468.4,31.62496758,54.22130966,429.2631836,0.007484441,-0.173011228,-0.04409878,-0.036641043,0.005038878
KB&A_KB2737-S_B1,Direct Shear,34.042869,-118.672564,345612,3768171,Tv,16,34.8,36,518.9,14.32058048,235.5688934,105.6402512,3.13891E-05,0.09019307,0.02413848,0.035416648,0.001554329
